Txn Id,Merchant Ref No,Payer VPA,Payer Name,Txn Date,Credit Date,Settlement Utr,Txn Amount,MDR,GST,Net Amount,Refund Amount,Status,Remarks
UPI557452613442,GLX-204100,kesari32@ybl,Kesari Handlooms Pvt Ltd,01/04/2026 18:13,02/04/2026,AXISUPI260402638,"₹79,538.38","₹1,590.77",₹286.34,"₹77,661.27",,SUCCESS,UPI collect for GLX-204100 Freight recovery billing
UPI660434250921,GLX-204364,ekansh02@okkotak,Ekansh Glassworks Private Limited,01/04/2026 09:27,03/04/2026,AXISUPI260403391,"₹28,262.91",₹565.26,₹101.75,"₹27,595.90",,SUCCESS,UPI collect for GLX-204364 Labelling job billing
UPI664673995602,GLX-204655,vaayu78@okaxis,Vaayu Organics Private Limited,01/04/2026 15:43,02/04/2026,AXISUPI260402600,"₹94,019.00","₹1,880.38",₹338.47,"₹91,800.15",,SUCCESS,UPI collect for GLX-204655 Scrap sale realisation
UPI903396822376,GLX-204760,prithvi08@okaxis,Prithvi Seeds and Feeds Pvt Ltd,01/04/2026 16:01,02/04/2026,AXISUPI260402600,"₹35,537.00",₹710.74,₹127.93,"₹34,698.33",,SUCCESS,UPI collect for GLX-204760 Bulk despatch schedule A
UPI439899136285,GLX-204996,girnar30@okaxis,Girnar Pipes and Fittings Pvt Ltd,01/04/2026 08:45,02/04/2026,AXISUPI260402930,"₹51,119.30","₹1,022.39",₹184.03,"₹49,912.88",,SUCCESS,UPI collect for GLX-204996 Secondary transport recovery
UPI652495908054,GLX-205222,bhavani03@okhdfcbank,Bhavani Steel Trading Pvt Ltd,01/04/2026 19:04,02/04/2026,AXISUPI260402634,"₹74,615.34","₹1,492.31",₹268.62,"₹72,854.41",,SUCCESS,UPI collect for GLX-205222 Trial batch supply
UPI151635940892,GLX-205551,tarangini68@okaxis,Tarangini Prints LLP,01/04/2026 09:01,02/04/2026,AXISUPI260402600,"₹58,352.00","₹1,167.04",₹210.07,"₹56,974.89",,SUCCESS,UPI collect for GLX-205551 Packaging material supply
UPI947469829584,GLX-205737,sitara18@oksbi,Sitara Packaging Solutions Pvt Ltd,01/04/2026 17:20,03/04/2026,AXISUPI260403723,"₹84,453.23","₹1,689.06",₹304.03,"₹82,460.14",,SUCCESS,UPI collect for GLX-205737 Warehouse handling recovery
UPI155256181852,GLX-205763,tanmay96@oksbi,Tanmay Toolroom Private Limited,01/04/2026 15:17,03/04/2026,AXISUPI260403741,"₹51,396.41","₹1,027.93",₹185.03,"₹50,183.45",,SUCCESS,UPI collect for GLX-205763 Packaging material supply
UPI679531834877,GLX-206705,naaz27@okaxis,Naaz Fabrics Private Limited,01/04/2026 17:20,02/04/2026,AXISUPI260402600,"₹76,154.00","₹1,523.08",₹274.15,"₹74,356.77",,SUCCESS,UPI collect for GLX-206705 Design retainer billing
UPI288820809630,GLX-207209,girnar23@ybl,Girnar Pipes and Fittings Pvt Ltd,01/04/2026 14:35,03/04/2026,AXISUPI260403200,"₹36,415.00",₹728.30,₹131.09,"₹35,555.61",,SUCCESS,UPI collect for GLX-207209 Freight recovery billing
UPI972061824000,GLX-207209,girnar23@ybl,Girnar Pipes and Fittings Pvt Ltd,01/04/2026 14:35,03/04/2026,AXISUPI260403200,"₹36,415.00",₹728.30,₹131.09,"₹35,555.61",,SUCCESS,UPI collect for GLX-207209 Freight recovery billing
UPI546573498079,GLX-207286,sanchit16@okkotak,Sanchit Hardware Depot Pvt Ltd,01/04/2026 14:25,03/04/2026,AXISUPI260403673,"₹44,213.73",₹884.27,₹159.17,"₹43,170.29",,SUCCESS,UPI collect for GLX-207286 Site erection charges
UPI451298508468,GLX-207407,utsav65@okaxis,Utsav Bakers LLP,01/04/2026 17:06,02/04/2026,AXISUPI260402900,"₹11,888.00",₹237.76,₹42.80,"₹11,607.44",,SUCCESS,UPI collect for GLX-207407 Testing and calibration charges
UPI146606976707,GLX-207636,sohrab64@ybl,Sohrab Auto Spares LLP,01/04/2026 19:03,02/04/2026,AXISUPI260402800,"₹74,194.00","₹1,483.88",₹267.10,"₹72,443.02",,SUCCESS,UPI collect for GLX-207636 Consignment despatch
UPI365209899465,GLX-207763,shubhankar75@okhdfcbank,Shubhankar Electricals LLP,01/04/2026 10:23,02/04/2026,AXISUPI260402400,"₹19,425.00",₹388.50,₹69.93,"₹18,966.57",,SUCCESS,UPI collect for GLX-207763 Mould development charges
UPI833227052430,GLX-207787,suvarna34@okicici,Suvarna Weaves LLP,01/04/2026 20:27,03/04/2026,AXISUPI260403101,"₹72,567.01","₹1,451.34",₹261.24,"₹70,854.43",,SUCCESS,UPI collect for GLX-207787 Rework charges billed
UPI953919065085,GLX-207871,barkat29@okaxis,Barkat Stationers Private Limited,01/04/2026 14:53,02/04/2026,AXISUPI260402252,"₹78,724.52","₹1,574.49",₹283.41,"₹76,866.62",,SUCCESS,UPI collect for GLX-207871 Tooling amortisation billing
UPI602708774021,GLX-208164,meghdoot13@okaxis,Meghdoot Packaging LLP,01/04/2026 08:12,02/04/2026,AXISUPI260402738,"₹67,245.38","₹1,344.91",₹242.08,"₹65,658.39",,SUCCESS,UPI collect for GLX-208164 Job work conversion charges
UPI285497776557,GLX-208270,madhuban29@okhdfcbank,Madhuban Nurseries Pvt Ltd,01/04/2026 17:23,02/04/2026,AXISUPI260402100,"₹94,617.00","₹1,892.34",₹340.62,"₹92,384.04",,SUCCESS,UPI collect for GLX-208270 Palletisation charges
UPI353514024478,GLX-208587,neelkanth83@okhdfcbank,Neelkanth Ceramics Pvt Ltd,01/04/2026 10:46,02/04/2026,AXISUPI260402700,"₹67,281.00","₹1,345.62",₹242.21,"₹65,693.17",,SUCCESS,UPI collect for GLX-208587 Machinery hire charges
UPI859408503139,GLX-208815,ojas28@okicici,Ojas Lighting Private Limited,01/04/2026 08:57,03/04/2026,AXISUPI260403185,"₹73,701.85","₹1,474.04",₹265.33,"₹71,962.48",,SUCCESS,UPI collect for GLX-208815 Sample despatch billing
UPI478155588009,GLX-208929,jashan87@ybl,Jashan Sports Goods Pvt Ltd,01/04/2026 17:26,02/04/2026,AXISUPI260402500,"₹54,931.00","₹1,098.62",₹197.75,"₹53,634.63",,SUCCESS,UPI collect for GLX-208929 Contract manufacturing charges
UPI441242969781,GLX-209047,devgiri15@ybl,Devgiri Paints LLP,01/04/2026 10:35,02/04/2026,AXISUPI260402200,"₹22,024.00",₹440.48,₹79.29,"₹21,504.23",,SUCCESS,UPI collect for GLX-209047 Annual maintenance billing
UPI740640107806,GLX-209150,ranjeet29@ybl,Ranjeet Timber Depot Pvt Ltd,01/04/2026 19:40,02/04/2026,AXISUPI260402392,"₹7,157.92",₹143.16,₹25.77,"₹6,988.99",,SUCCESS,UPI collect for GLX-209150 Spare kit despatch
UPI328330582376,GLX-209255,yamini41@okaxis,Yamini Home Needs Pvt Ltd,01/04/2026 16:24,02/04/2026,AXISUPI260402300,"₹48,449.00",₹968.98,₹174.42,"₹47,305.60",,SUCCESS,UPI collect for GLX-209255 Export documentation recovery
UPI390195348294,GLX-209624,palashwood76@oksbi,Palashwood Interiors Pvt Ltd,01/04/2026 17:23,03/04/2026,AXISUPI260403219,"₹34,939.19",₹698.78,₹125.78,"₹34,114.63",,SUCCESS,UPI collect for GLX-209624 Contract manufacturing charges
UPI969621285221,GLX-204352,marudhar18@okicici,Marudhar Furnishings LLP,02/04/2026 12:35,04/04/2026,AXISUPI260404803,"₹52,288.03","₹1,045.76",₹188.24,"₹51,054.03",,SUCCESS,UPI collect for GLX-204352 Labelling job billing
UPI378790306101,GLX-204413,rukmini90@ybl,Rukmini Provisions Private Limited,02/04/2026 09:03,03/04/2026,AXISUPI260403686,"₹23,540.86",₹470.82,₹84.75,"₹22,985.29",,SUCCESS,UPI collect for GLX-204413 Testing and calibration charges
UPI441645667089,GLX-204828,ekansh94@okaxis,Ekansh Glassworks Private Limited,02/04/2026 12:38,03/04/2026,AXISUPI260403900,"₹13,967.00",₹279.34,₹50.28,"₹13,637.38",,SUCCESS,UPI collect for GLX-204828 Rework charges billed
UPI817314267409,GLX-205212,utsav55@okhdfcbank,Utsav Bakers LLP,02/04/2026 17:08,03/04/2026,AXISUPI260403808,"₹12,949.08",₹258.98,₹46.62,"₹12,643.48",,SUCCESS,UPI collect for GLX-205212 Scrap sale realisation
UPI955472336795,GLX-205243,kesari04@ybl,Kesari Handlooms Pvt Ltd,02/04/2026 17:03,03/04/2026,AXISUPI260403800,"₹85,426.00","₹1,708.52",₹307.53,"₹83,409.95",,SUCCESS,UPI collect for GLX-205243 Annual maintenance billing
UPI953474841974,GLX-205667,tarangini07@ybl,Tarangini Prints LLP,02/04/2026 16:21,03/04/2026,AXISUPI260403500,"₹2,686.00",₹53.72,₹9.67,"₹2,622.61",,SUCCESS,UPI collect for GLX-205667 Design retainer billing
UPI677091375303,GLX-205728,nirvaan44@okhdfcbank,Nirvaan Agro Mills Pvt Ltd,02/04/2026 11:27,03/04/2026,AXISUPI260403100,"₹79,587.00","₹1,591.74",₹286.51,"₹77,708.75",,SUCCESS,UPI collect for GLX-205728 Sample despatch billing
UPI331095337890,GLX-205933,chirag67@okaxis,Chirag Battery House Pvt Ltd,02/04/2026 12:01,03/04/2026,AXISUPI260403300,"₹68,375.00","₹1,367.50",₹246.15,"₹66,761.35",,SUCCESS,UPI collect for GLX-205933 Machinery hire charges
UPI603376544278,GLX-206041,meghdoot10@okaxis,Meghdoot Packaging LLP,02/04/2026 18:33,03/04/2026,AXISUPI260403600,"₹92,606.00","₹1,852.12",₹333.38,"₹90,420.50",,SUCCESS,UPI collect for GLX-206041 Site erection charges
UPI841001217098,GLX-206320,neelkanth80@ybl,Neelkanth Ceramics Pvt Ltd,02/04/2026 19:40,03/04/2026,AXISUPI260403200,"₹20,332.00",₹406.64,₹73.20,"₹19,852.16",,SUCCESS,UPI collect for GLX-206320 Mould development charges
UPI609348626578,GLX-206851,vindhya05@okaxis,Vindhya Plastics Private Limited,02/04/2026 14:41,03/04/2026,AXISUPI260403276,"₹85,789.76","₹1,715.80",₹308.84,"₹83,765.12",,SUCCESS,UPI collect for GLX-206851 Freight recovery billing
UPI947765403604,GLX-206918,bhoomi72@okaxis,Bhoomi Tiles and Sanitary LLP,02/04/2026 08:20,03/04/2026,AXISUPI260403900,"₹26,117.00",₹522.34,₹94.02,"₹25,500.64",,SUCCESS,UPI collect for GLX-206918 Tooling amortisation billing
UPI936771883769,GLX-207109,chandravat04@okhdfcbank,Chandravat Metals Private Limited,02/04/2026 10:18,03/04/2026,AXISUPI260403700,"₹28,293.00",₹565.86,₹101.85,"₹27,625.29",,SUCCESS,UPI collect for GLX-207109 Bulk despatch schedule A
UPI362985608060,GLX-207164,kaveri67@okaxis,Kaveri Rubber Works Pvt Ltd,02/04/2026 20:50,03/04/2026,AXISUPI260403282,"₹3,196.82",₹63.94,₹11.51,"₹3,121.37",,SUCCESS,UPI collect for GLX-207164 Contract manufacturing charges
UPI925580764607,GLX-207496,naaz31@okaxis,Naaz Fabrics Private Limited,02/04/2026 16:52,03/04/2026,AXISUPI260403900,"₹41,300.00",₹826.00,₹148.68,"₹40,325.32",,SUCCESS,UPI collect for GLX-207496 Packaging material supply
UPI103451635959,GLX-207736,anokhi61@okhdfcbank,Anokhi Kitchenware Pvt Ltd,02/04/2026 13:50,03/04/2026,AXISUPI260403700,"₹29,670.00",₹593.40,₹106.81,"₹28,969.79",,SUCCESS,UPI collect for GLX-207736 Export documentation recovery
UPI442843903523,GLX-207852,ranjeet48@okkotak,Ranjeet Timber Depot Pvt Ltd,02/04/2026 10:24,04/04/2026,AXISUPI260404835,"₹71,170.35","₹1,423.41",₹256.21,"₹69,490.73",,SUCCESS,UPI collect for GLX-207852 Warehouse handling recovery
UPI180625836876,GLX-208803,barkat57@okaxis,Barkat Stationers Private Limited,02/04/2026 09:56,03/04/2026,AXISUPI260403300,"₹25,724.00",₹514.48,₹92.61,"₹25,116.91",,SUCCESS,UPI collect for GLX-208803 Trial batch supply
UPI114850975449,GLX-208845,yamini27@okaxis,Yamini Home Needs Pvt Ltd,02/04/2026 10:15,03/04/2026,AXISUPI260403900,"₹80,810.00","₹1,616.20",₹290.92,"₹78,902.88",,SUCCESS,UPI collect for GLX-208845 Secondary transport recovery
UPI237311896829,GLX-209056,prithvi74@okhdfcbank,Prithvi Seeds and Feeds Pvt Ltd,02/04/2026 17:36,03/04/2026,AXISUPI260403808,"₹40,471.08",₹809.42,₹145.70,"₹39,515.96",,SUCCESS,UPI collect for GLX-209056 Consignment despatch
UPI165623639172,GLX-209240,palashwood88@okhdfcbank,Palashwood Interiors Pvt Ltd,02/04/2026 20:13,03/04/2026,AXISUPI260403100,"₹19,494.00",₹389.88,₹70.18,"₹19,033.94",,SUCCESS,UPI collect for GLX-209240 Bulk despatch schedule B
UPI361779061522,GLX-209285,madhuban14@okicici,Madhuban Nurseries Pvt Ltd,02/04/2026 08:17,04/04/2026,AXISUPI260404383,"₹14,915.83",₹298.32,₹53.70,"₹14,563.81",,SUCCESS,UPI collect for GLX-209285 Sample despatch billing
UPI425850882133,GLX-209910,ojas22@okicici,Ojas Lighting Private Limited,02/04/2026 13:49,04/04/2026,AXISUPI260404869,"₹43,990.69",₹879.81,₹158.37,"₹42,952.51",,SUCCESS,UPI collect for GLX-209910 Palletisation charges
UPI577480169748,GLX-209953,ambar90@okaxis,Ambar Cold Rooms Pvt Ltd,02/04/2026 10:38,03/04/2026,AXISUPI260403600,"₹20,012.00",₹400.24,₹72.04,"₹19,539.72",,SUCCESS,UPI collect for GLX-209953 Spare kit despatch
UPI793484698465,GLX-204054,sanchit40@okaxis,Sanchit Hardware Depot Pvt Ltd,03/04/2026 12:53,04/04/2026,AXISUPI260404132,"₹16,137.32",₹322.75,₹58.10,"₹15,756.47",,SUCCESS,UPI collect for GLX-204054 Job work conversion charges
UPI145217308922,GLX-204152,chandravat51@ybl,Chandravat Metals Private Limited,03/04/2026 14:51,04/04/2026,AXISUPI260404470,"₹41,736.70",₹834.73,₹150.25,"₹40,751.72",,SUCCESS,UPI collect for GLX-204152 Consignment despatch
UPI919485466282,GLX-204298,devgiri03@okkotak,Devgiri Paints LLP,03/04/2026 14:34,05/04/2026,AXISUPI260405607,"₹36,212.07",₹724.24,₹130.36,"₹35,357.47",,SUCCESS,UPI collect for GLX-204298 Freight recovery billing
UPI490340608941,GLX-204497,bhoomi21@okaxis,Bhoomi Tiles and Sanitary LLP,03/04/2026 16:47,04/04/2026,AXISUPI260404960,"₹22,103.60",₹442.07,₹79.57,"₹21,581.96",,SUCCESS,UPI collect for GLX-204497 Trial batch supply
UPI333889366450,GLX-204713,girnar57@ybl,Girnar Pipes and Fittings Pvt Ltd,03/04/2026 10:06,04/04/2026,AXISUPI260404182,"₹95,472.82","₹1,909.46",₹343.70,"₹93,219.66",,SUCCESS,UPI collect for GLX-204713 Export documentation recovery
UPI538351264945,GLX-204821,vaayu85@ybl,Vaayu Organics Private Limited,03/04/2026 16:21,04/04/2026,AXISUPI260404800,"₹75,850.00","₹1,517.00",₹273.06,"₹74,059.94",,SUCCESS,UPI collect for GLX-204821 Testing and calibration charges
UPI655150281933,GLX-205355,yamini45@okaxis,Yamini Home Needs Pvt Ltd,03/04/2026 17:52,04/04/2026,AXISUPI260404600,"₹37,166.00",₹743.32,₹133.80,"₹36,288.88",,SUCCESS,UPI collect for GLX-205355 Export documentation recovery
UPI199761942819,GLX-205386,jashan32@okaxis,Jashan Sports Goods Pvt Ltd,03/04/2026 12:06,04/04/2026,AXISUPI260404900,"₹81,620.00","₹1,632.40",₹293.83,"₹79,693.77",,SUCCESS,UPI collect for GLX-205386 Bulk despatch schedule B
UPI737170766436,GLX-205745,kalanjali08@okaxis,Kalanjali Crafts Pvt Ltd,03/04/2026 14:52,04/04/2026,AXISUPI260404600,"₹94,028.00","₹1,880.56",₹338.50,"₹91,808.94",,SUCCESS,UPI collect for GLX-205745 Site erection charges
UPI225065848102,GLX-205885,palashwood46@okhdfcbank,Palashwood Interiors Pvt Ltd,03/04/2026 08:32,04/04/2026,AXISUPI260404100,"₹51,102.00","₹1,022.04",₹183.97,"₹49,895.99",,SUCCESS,UPI collect for GLX-205885 Contract manufacturing charges
UPI997840141920,GLX-206304,bhavani48@okkotak,Bhavani Steel Trading Pvt Ltd,03/04/2026 14:14,05/04/2026,AXISUPI260405769,"₹34,719.69",₹694.39,₹124.99,"₹33,900.31",,SUCCESS,UPI collect for GLX-206304 Tooling amortisation billing
UPI981436671904,GLX-206342,tanmay44@okaxis,Tanmay Toolroom Private Limited,03/04/2026 11:56,04/04/2026,AXISUPI260404900,"₹87,929.00","₹1,758.58",₹316.54,"₹85,853.88",,SUCCESS,UPI collect for GLX-206342 Design retainer billing
UPI117303106485,GLX-206520,tarangini72@ybl,Tarangini Prints LLP,03/04/2026 20:44,04/04/2026,AXISUPI260404500,"₹76,945.00","₹1,538.90",₹277.00,"₹75,129.10",,SUCCESS,UPI collect for GLX-206520 Packaging material supply
UPI245451759604,GLX-206587,suvarna67@okaxis,Suvarna Weaves LLP,03/04/2026 09:36,04/04/2026,AXISUPI260404516,"₹84,892.16","₹1,697.84",₹305.61,"₹82,888.71",,SUCCESS,UPI collect for GLX-206587 Labelling job billing
UPI530738143792,GLX-207140,ambar46@okkotak,Ambar Cold Rooms Pvt Ltd,03/04/2026 12:40,05/04/2026,AXISUPI260405565,"₹63,949.65","₹1,278.99",₹230.22,"₹62,440.44",,SUCCESS,UPI collect for GLX-207140 Warehouse handling recovery
UPI976409424820,GLX-207861,vindhya81@okhdfcbank,Vindhya Plastics Private Limited,03/04/2026 14:18,04/04/2026,AXISUPI260404700,"₹32,037.00",₹640.74,₹115.33,"₹31,280.93",,SUCCESS,UPI collect for GLX-207861 Annual maintenance billing
UPI318284157340,GLX-207951,anokhi58@okhdfcbank,Anokhi Kitchenware Pvt Ltd,03/04/2026 09:13,04/04/2026,AXISUPI260404100,"₹70,506.00","₹1,410.12",₹253.82,"₹68,842.06",,SUCCESS,UPI collect for GLX-207951 Secondary transport recovery
UPI979600912915,GLX-208329,ojas24@oksbi,Ojas Lighting Private Limited,03/04/2026 17:53,05/04/2026,AXISUPI260405129,"₹59,427.29","₹1,188.55",₹213.94,"₹58,024.80",,SUCCESS,UPI collect for GLX-208329 Sample despatch billing
UPI375631208520,GLX-208339,utsav36@okkotak,Utsav Bakers LLP,03/04/2026 16:53,05/04/2026,AXISUPI260405259,"₹56,026.59","₹1,120.53",₹201.70,"₹54,704.36",,SUCCESS,UPI collect for GLX-208339 Testing and calibration charges
UPI145946844835,GLX-208453,chirag96@okicici,Chirag Battery House Pvt Ltd,03/04/2026 11:01,05/04/2026,AXISUPI260405293,"₹59,365.93","₹1,187.32",₹213.72,"₹57,964.89",,SUCCESS,UPI collect for GLX-208453 Mould development charges
UPI898051092715,GLX-208508,sohrab79@okaxis,Sohrab Auto Spares LLP,03/04/2026 10:43,04/04/2026,AXISUPI260404900,"₹27,251.00",₹545.02,₹98.10,"₹26,607.88",,SUCCESS,UPI collect for GLX-208508 Bulk despatch schedule A
UPI819729499762,GLX-208514,rukmini88@okhdfcbank,Rukmini Provisions Private Limited,03/04/2026 20:41,04/04/2026,AXISUPI260404700,"₹67,218.00","₹1,344.36",₹241.98,"₹65,631.66",,SUCCESS,UPI collect for GLX-208514 Scrap sale realisation
UPI303474016736,GLX-208874,shubhankar78@okaxis,Shubhankar Electricals LLP,03/04/2026 10:52,04/04/2026,AXISUPI260404900,"₹73,358.00","₹1,467.16",₹264.09,"₹71,626.75",,SUCCESS,UPI collect for GLX-208874 Machinery hire charges
UPI191556320315,GLX-208925,nirvaan44@okkotak,Nirvaan Agro Mills Pvt Ltd,03/04/2026 13:16,05/04/2026,AXISUPI260405799,"₹27,465.99",₹549.32,₹98.88,"₹26,817.79",,SUCCESS,UPI collect for GLX-208925 Palletisation charges
UPI710187264647,GLX-209502,marudhar67@okhdfcbank,Marudhar Furnishings LLP,03/04/2026 08:55,04/04/2026,AXISUPI260404700,"₹14,055.00",₹281.10,₹50.60,"₹13,723.30",,SUCCESS,UPI collect for GLX-209502 Rework charges billed
UPI687106244360,GLX-209593,sitara73@ybl,Sitara Packaging Solutions Pvt Ltd,03/04/2026 09:53,04/04/2026,AXISUPI260404380,"₹37,181.80",₹743.64,₹133.86,"₹36,304.30",,SUCCESS,UPI collect for GLX-209593 Spare kit despatch
UPI261556658833,GLX-204143,tanmay48@okhdfcbank,Tanmay Toolroom Private Limited,04/04/2026 14:41,05/04/2026,AXISUPI260405100,"₹21,744.00",₹434.88,₹78.28,"₹21,230.84",,SUCCESS,UPI collect for GLX-204143 Packaging material supply
UPI310595070375,GLX-204233,naaz16@okhdfcbank,Naaz Fabrics Private Limited,04/04/2026 14:41,05/04/2026,AXISUPI260405100,"₹20,925.00",₹418.50,₹75.33,"₹20,431.17",,SUCCESS,UPI collect for GLX-204233 Design retainer billing
UPI865422157219,GLX-204241,anokhi37@ybl,Anokhi Kitchenware Pvt Ltd,04/04/2026 08:58,05/04/2026,AXISUPI260405800,"₹5,218.00",₹104.36,₹18.78,"₹5,094.86",,SUCCESS,UPI collect for GLX-204241 Export documentation recovery
UPI813833758983,GLX-204369,vindhya06@okhdfcbank,Vindhya Plastics Private Limited,04/04/2026 16:37,05/04/2026,AXISUPI260405166,"₹16,470.66",₹329.41,₹59.29,"₹16,081.96",,SUCCESS,UPI collect for GLX-204369 Freight recovery billing
UPI300871552299,GLX-204410,vaayu68@ybl,Vaayu Organics Private Limited,04/04/2026 09:13,05/04/2026,AXISUPI260405938,"₹51,614.38","₹1,032.29",₹185.81,"₹50,396.28",,SUCCESS,UPI collect for GLX-204410 Scrap sale realisation
UPI493927838248,GLX-204717,prithvi52@okaxis,Prithvi Seeds and Feeds Pvt Ltd,04/04/2026 19:29,05/04/2026,AXISUPI260405600,"₹35,681.00",₹713.62,₹128.45,"₹34,838.93",,SUCCESS,UPI collect for GLX-204717 Bulk despatch schedule A
UPI456182417501,GLX-205445,nirvaan47@okkotak,Nirvaan Agro Mills Pvt Ltd,04/04/2026 13:50,06/04/2026,AXISUPI260406391,"₹72,218.91","₹1,444.38",₹259.99,"₹70,514.54",,SUCCESS,UPI collect for GLX-205445 Sample despatch billing
UPI905343894551,GLX-205484,barkat58@okicici,Barkat Stationers Private Limited,04/04/2026 12:21,06/04/2026,AXISUPI260406497,"₹74,289.97","₹1,485.80",₹267.44,"₹72,536.73",,SUCCESS,UPI collect for GLX-205484 Tooling amortisation billing
UPI892223081714,GLX-205758,suvarna72@ybl,Suvarna Weaves LLP,04/04/2026 10:35,05/04/2026,AXISUPI260405800,"₹93,823.00","₹1,876.46",₹337.76,"₹91,608.78",,SUCCESS,UPI collect for GLX-205758 Rework charges billed
UPI761158333046,GLX-205817,jashan76@ybl,Jashan Sports Goods Pvt Ltd,04/04/2026 17:12,05/04/2026,AXISUPI260405800,"₹31,615.00",₹632.30,₹113.81,"₹30,868.89",,SUCCESS,UPI collect for GLX-205817 Contract manufacturing charges
UPI579477377680,GLX-206001,bhavani63@okhdfcbank,Bhavani Steel Trading Pvt Ltd,04/04/2026 12:04,05/04/2026,AXISUPI260405100,"₹48,618.00",₹972.36,₹175.02,"₹47,470.62",,SUCCESS,UPI collect for GLX-206001 Trial batch supply
UPI506241980411,GLX-206161,madhuban76@ybl,Madhuban Nurseries Pvt Ltd,04/04/2026 20:57,05/04/2026,AXISUPI260405968,"₹7,019.68",₹140.39,₹25.27,"₹6,854.02",,SUCCESS,UPI collect for GLX-206161 Palletisation charges
UPI190862860629,GLX-206294,girnar70@okaxis,Girnar Pipes and Fittings Pvt Ltd,04/04/2026 12:15,05/04/2026,AXISUPI260405300,"₹58,385.00","₹1,167.70",₹210.19,"₹57,007.11",,SUCCESS,UPI collect for GLX-206294 Secondary transport recovery
UPI871004374993,GLX-206351,kesari90@okaxis,Kesari Handlooms Pvt Ltd,04/04/2026 09:01,05/04/2026,AXISUPI260405600,"₹83,741.00","₹1,674.82",₹301.47,"₹81,764.71",,SUCCESS,UPI collect for GLX-206351 Freight recovery billing
UPI379091476837,GLX-206540,ekansh13@okhdfcbank,Ekansh Glassworks Private Limited,04/04/2026 19:09,05/04/2026,AXISUPI260405400,"₹60,888.00","₹1,217.76",₹219.20,"₹59,451.04",,SUCCESS,UPI collect for GLX-206540 Labelling job billing
UPI571906365437,GLX-206635,neelkanth63@okhdfcbank,Neelkanth Ceramics Pvt Ltd,04/04/2026 17:52,05/04/2026,AXISUPI260405418,"₹19,803.18",₹396.06,₹71.29,"₹19,335.83",,SUCCESS,UPI collect for GLX-206635 Machinery hire charges
UPI522110283947,GLX-206782,kaveri56@okaxis,Kaveri Rubber Works Pvt Ltd,04/04/2026 10:52,05/04/2026,AXISUPI260405900,"₹47,969.00",₹959.38,₹172.69,"₹46,836.93",,SUCCESS,UPI collect for GLX-206782 Bulk despatch schedule B
UPI960363947095,GLX-206801,shubhankar42@okaxis,Shubhankar Electricals LLP,04/04/2026 16:47,05/04/2026,AXISUPI260405600,"₹34,061.00",₹681.22,₹122.62,"₹33,257.16",,SUCCESS,UPI collect for GLX-206801 Mould development charges
UPI770173992360,GLX-207196,ranjeet41@okaxis,Ranjeet Timber Depot Pvt Ltd,04/04/2026 16:15,05/04/2026,AXISUPI260405900,"₹57,761.00","₹1,155.22",₹207.94,"₹56,397.84",,SUCCESS,UPI collect for GLX-207196 Spare kit despatch
UPI599343219901,GLX-207229,devgiri58@ybl,Devgiri Paints LLP,04/04/2026 19:35,05/04/2026,AXISUPI260405200,"₹41,212.00",₹824.24,₹148.36,"₹40,239.40",,SUCCESS,UPI collect for GLX-207229 Annual maintenance billing
UPI233073071380,GLX-207391,meghdoot26@okicici,Meghdoot Packaging LLP,04/04/2026 14:49,06/04/2026,AXISUPI260406983,"₹54,980.83","₹1,099.62",₹197.93,"₹53,683.28",,SUCCESS,UPI collect for GLX-207391 Job work conversion charges
UPI465893384667,GLX-208045,rukmini92@ybl,Rukmini Provisions Private Limited,04/04/2026 08:58,05/04/2026,AXISUPI260405314,"₹19,523.14",₹390.46,₹70.28,"₹19,062.40",,SUCCESS,UPI collect for GLX-208045 Testing and calibration charges
UPI726479611729,GLX-208559,sitara11@ybl,Sitara Packaging Solutions Pvt Ltd,04/04/2026 09:30,05/04/2026,AXISUPI260405500,"₹47,857.00",₹957.14,₹172.29,"₹46,727.57",,SUCCESS,UPI collect for GLX-208559 Warehouse handling recovery
UPI762486600985,GLX-208867,sanchit42@oksbi,Sanchit Hardware Depot Pvt Ltd,04/04/2026 08:41,06/04/2026,AXISUPI260406213,"₹66,196.13","₹1,323.92",₹238.31,"₹64,633.90",,SUCCESS,UPI collect for GLX-208867 Site erection charges
UPI676708911932,GLX-209586,sohrab67@okhdfcbank,Sohrab Auto Spares LLP,04/04/2026 15:55,05/04/2026,AXISUPI260405466,"₹3,072.66",₹61.45,₹11.06,"₹3,000.15",,SUCCESS,UPI collect for GLX-209586 Consignment despatch
UPI915131078971,GLX-204095,tarangini38@okkotak,Tarangini Prints LLP,05/04/2026 14:12,07/04/2026,AXISUPI260407445,"₹87,330.45","₹1,746.61",₹314.39,"₹85,269.45",,SUCCESS,UPI collect for GLX-204095 Design retainer billing
UPI738923695480,GLX-204219,naaz92@okhdfcbank,Naaz Fabrics Private Limited,05/04/2026 16:18,06/04/2026,AXISUPI260406100,"₹8,793.00",₹175.86,₹31.65,"₹8,585.49",,SUCCESS,UPI collect for GLX-204219 Packaging material supply
UPI390666609600,GLX-204237,ambar53@okhdfcbank,Ambar Cold Rooms Pvt Ltd,05/04/2026 18:53,06/04/2026,AXISUPI260406556,"₹90,112.56","₹1,802.25",₹324.40,"₹87,985.91",,SUCCESS,UPI collect for GLX-204237 Spare kit despatch
