Order Reference,Placed On,Customer Name,Status,Currency,Item Name,Qty,Total Amount,GST,Sales Channel,Notes
WB-109117,2026-04-01T14:04:20Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,65778.00,5016.97,Phone order,Web order - Mixer jar spare
WB-109516,2026-04-01T19:09:20Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,32496.00,2478.51,Web,Web order - Mixer jar spare
WB-109700,2026-04-01T11:00:00Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,4563.00,348.03,Web,Web order - Mixer jar spare
WB-109828,2026-04-01T13:38:48Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,77412.24,5904.32,Mobile app,Web order - Trolley bag 24 inch
WB-104019,2026-04-02T16:54:15Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,8345.26,636.50,Phone order,Web order - Mixer jar spare
WB-104032,2026-04-02T11:36:59Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,45759.57,3490.14,Marketplace,Web order - Copper water bottle
WB-104065,2026-04-02T08:18:40Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,67917.00,5180.11,Phone order,Web order - Steel tiffin carrier
WB-104204,2026-04-02T13:27:20Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,72996.00,5567.49,Mobile app,Web order - Rubber foot mat
WB-104310,2026-04-02T14:09:40Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,61824.00,4715.39,Mobile app,Web order - Trolley bag 24 inch
WB-104353,2026-04-02T15:26:53Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,29581.00,2256.18,Mobile app,Web order - Trolley bag 24 inch
WB-104470,2026-04-02T11:00:00Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,72540.00,5532.71,Mobile app,Web order - Copper water bottle
WB-104471,2026-04-02T20:46:42Z,Yamini Home Needs Pvt Ltd,PAID,USD,Mixer jar spare,1,3313.27,252.71,Web,Web order - Mixer jar spare
WB-104700,2026-04-02T16:12:13Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,81067.00,6183.08,Marketplace,Web order - Trolley bag 24 inch
WB-104770,2026-04-02T20:53:33Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,42517.00,3242.82,Phone order,Web order - Coir door mat
WB-104893,2026-04-02T20:00:23Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,35037.69,2672.37,Phone order,Web order - Coir door mat
WB-105551,2026-04-02T08:35:13Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,90859.00,6929.92,Phone order,Web order - Mixer jar spare
WB-105876,2026-04-02T20:58:35Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,40965.45,3124.48,Marketplace,Web order - Rubber foot mat
WB-105950,2026-04-02T13:51:24Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,26815.33,2045.24,Web,Web order - Steel tiffin carrier
WB-106064,2026-04-02T19:03:13Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,71464.00,5450.64,Web,Web order - Steel tiffin carrier
WB-106181,2026-04-02T12:14:21Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,76036.25,5799.38,Marketplace,Web order - Copper water bottle
WB-106272,2026-04-02T17:23:23Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,60367.31,4604.29,Web,Web order - Mixer jar spare
WB-106447,2026-04-02T20:05:45Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,46972.36,3582.64,Web,Web order - Steel tiffin carrier
WB-106496,2026-04-02T09:04:00Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,38322.00,2922.86,Phone order,Web order - Coir door mat
WB-106578,2026-04-02T20:16:13Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,87097.00,6642.99,Web,Web order - Coir door mat
WB-106732,2026-04-02T18:41:40Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,47055.00,3588.94,Mobile app,Web order - Rubber foot mat
WB-106885,2026-04-02T20:18:40Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,33285.00,2538.69,Marketplace,Web order - Rubber foot mat
WB-106996,2026-04-02T08:03:13Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,69241.00,5281.09,Mobile app,Web order - Trolley bag 24 inch
WB-107016,2026-04-02T11:13:40Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,60366.00,4604.19,Phone order,Web order - Steel tiffin carrier
WB-107339,2026-04-02T17:46:20Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,73131.00,5577.79,Web,Web order - Coir door mat
WB-107416,2026-04-02T20:30:53Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,68862.39,5252.22,Mobile app,Web order - Copper water bottle
WB-107685,2026-04-02T12:52:46Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,32369.00,2468.82,Marketplace,Web order - Trolley bag 24 inch
WB-107838,2026-04-02T15:16:33Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,43534.00,3320.39,Phone order,Web order - Mixer jar spare
WB-107933,2026-04-02T17:16:13Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,51248.19,3908.76,Marketplace,Web order - Copper water bottle
WB-108203,2026-04-02T11:26:53Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,36811.59,2807.66,Marketplace,Web order - Trolley bag 24 inch
WB-108459,2026-04-02T11:48:30Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,87779.72,6695.06,Web,Web order - Coir door mat
WB-108469,2026-04-02T10:38:25Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,90063.76,6869.27,Web,Web order - Coir door mat
WB-108551,2026-04-02T18:23:01Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,43511.44,3318.67,Web,Web order - Mixer jar spare
WB-108881,2026-04-02T14:04:40Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,53220.00,4059.15,Phone order,Web order - Steel tiffin carrier
WB-108894,2026-04-02T12:27:39Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,12608.37,961.66,Mobile app,Web order - Trolley bag 24 inch
WB-108911,2026-04-02T08:03:53Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,8908.00,679.42,Mobile app,Web order - Copper water bottle
WB-109622,2026-04-02T10:21:33Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,55765.00,4253.26,Marketplace,Web order - Rubber foot mat
WB-109689,2026-04-02T18:33:06Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,35003.00,2669.72,Phone order,Web order - Mixer jar spare
WB-109748,2026-04-02T12:32:20Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,59487.00,4537.14,Mobile app,Web order - Rubber foot mat
WB-104016,2026-04-03T17:36:40Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,12828.00,978.41,Web,Web order - Steel tiffin carrier
WB-104189,2026-04-03T15:49:52Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,30972.37,2362.30,Mobile app,Web order - Copper water bottle
WB-104306,2026-04-03T09:07:13Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,2731.00,208.30,Marketplace,Web order - Copper water bottle
WB-104432,2026-04-03T13:53:53Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,54412.00,4150.07,Mobile app,Web order - Copper water bottle
WB-104444,2026-04-03T13:12:55Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,73173.47,5581.03,Marketplace,Web order - Trolley bag 24 inch
WB-104510,2026-04-03T14:04:00Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,57861.00,4413.13,Web,Web order - Coir door mat
WB-104561,2026-04-03T08:58:13Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,63094.00,4812.25,Marketplace,Web order - Rubber foot mat
WB-104696,2026-04-03T19:20:46Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,51818.00,3952.22,Marketplace,Web order - Trolley bag 24 inch
WB-104847,2026-04-03T18:35:33Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,87661.00,6686.01,Mobile app,Web order - Copper water bottle
WB-104849,2026-04-03T20:18:42Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,48354.66,3688.07,Phone order,Web order - Steel tiffin carrier
WB-105142,2026-04-03T13:06:26Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,4868.00,371.29,Web,Web order - Coir door mat
WB-105610,2026-04-03T16:07:13Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,36427.00,2778.33,Phone order,Web order - Coir door mat
WB-105671,2026-04-03T10:55:40Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,36948.00,2818.07,Web,Web order - Steel tiffin carrier
WB-105859,2026-04-03T20:33:46Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,30596.00,2333.59,Phone order,Web order - Coir door mat
WB-106690,2026-04-03T14:41:40Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,53958.00,4115.44,Phone order,Web order - Mixer jar spare
WB-107008,2026-04-03T20:50:39Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,52445.99,4000.12,Mobile app,Web order - Rubber foot mat
WB-107199,2026-04-03T19:56:46Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,82040.00,6257.29,Web,Web order - Mixer jar spare
WB-107219,2026-04-03T14:19:24Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,38027.54,2900.41,Mobile app,Web order - Rubber foot mat
WB-107359,2026-04-03T20:01:06Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,12800.00,976.27,Phone order,Web order - Coir door mat
WB-107457,2026-04-03T19:23:40Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,5853.00,446.42,Web,Web order - Coir door mat
WB-107638,2026-04-03T15:21:34Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,54595.04,4164.03,Marketplace,Web order - Trolley bag 24 inch
WB-107714,2026-04-03T09:47:46Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,12650.00,964.83,Marketplace,Web order - Copper water bottle
WB-107805,2026-04-03T10:23:00Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,5229.00,398.82,Marketplace,Web order - Rubber foot mat
WB-108092,2026-04-03T15:33:06Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,83183.59,6344.51,Web,Web order - Mixer jar spare
WB-108231,2026-04-03T10:46:40Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,13773.00,1050.48,Mobile app,Web order - Trolley bag 24 inch
WB-108248,2026-04-03T12:39:30Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,85477.51,6519.47,Phone order,Web order - Steel tiffin carrier
WB-108262,2026-04-03T16:52:06Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,57134.00,4357.68,Marketplace,Web order - Copper water bottle
WB-108266,2026-04-03T12:52:26Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,36737.00,2801.97,Mobile app,Web order - Trolley bag 24 inch
WB-108463,2026-04-03T15:56:26Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,42533.00,3244.04,Web,Web order - Steel tiffin carrier
WB-108478,2026-04-03T19:24:05Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,1742.55,132.91,Marketplace,Web order - Rubber foot mat
WB-108886,2026-04-03T20:17:37Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,1577.93,120.35,Mobile app,Web order - Rubber foot mat
WB-108891,2026-04-03T18:18:20Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,2202.02,167.95,Phone order,Web order - Mixer jar spare
WB-109043,2026-04-03T16:20:30Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,36062.10,2750.50,Mobile app,Web order - Trolley bag 24 inch
WB-109281,2026-04-03T20:40:36Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,348.48,26.58,Mobile app,Web order - Copper water bottle
WB-109368,2026-04-03T16:12:33Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,25921.00,1977.03,Phone order,Web order - Steel tiffin carrier
WB-109496,2026-04-03T15:16:53Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,38347.00,2924.77,Phone order,Web order - Mixer jar spare
WB-109508,2026-04-03T19:55:00Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,54225.00,4135.81,Marketplace,Web order - Rubber foot mat
WB-109571,2026-04-03T09:41:40Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,84705.62,6460.60,Web,Web order - Steel tiffin carrier
WB-109952,2026-04-03T17:33:46Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,19481.00,1485.84,Web,Web order - Mixer jar spare
WB-104332,2026-04-04T15:10:27Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,6171.21,470.69,Mobile app,Web order - Trolley bag 24 inch
WB-104559,2026-04-04T17:43:10Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,83099.10,6338.07,Phone order,Web order - Steel tiffin carrier
WB-104660,2026-04-04T16:02:50Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,25147.50,1918.03,Phone order,Web order - Coir door mat
WB-104694,2026-04-04T19:15:06Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,33113.00,2525.57,Phone order,Web order - Mixer jar spare
WB-105185,2026-04-04T16:55:40Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,27003.00,2059.55,Phone order,Web order - Mixer jar spare
WB-105566,2026-04-04T16:10:06Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,32231.00,2458.30,Marketplace,Web order - Rubber foot mat
WB-105580,2026-04-04T20:32:22Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,25697.48,1959.98,Mobile app,Web order - Trolley bag 24 inch
WB-105581,2026-04-04T11:44:53Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,1519.00,115.86,Marketplace,Web order - Rubber foot mat
WB-106124,2026-04-04T15:53:13Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,47821.00,3647.36,Mobile app,Web order - Copper water bottle
WB-106217,2026-04-04T11:07:33Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,64117.00,4890.28,Marketplace,Web order - Copper water bottle
WB-106805,2026-04-04T18:55:20Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,60270.00,4596.86,Phone order,Web order - Coir door mat
WB-107092,2026-04-04T12:49:33Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,64684.00,4933.53,Marketplace,Web order - Trolley bag 24 inch
WB-107135,2026-04-04T16:50:20Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,71907.00,5484.43,Marketplace,Web order - Trolley bag 24 inch
WB-107454,2026-04-04T20:35:13Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,86693.81,6612.24,Marketplace,Web order - Copper water bottle
WB-107612,2026-04-04T18:44:53Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,91726.00,6996.05,Mobile app,Web order - Rubber foot mat
WB-107701,2026-04-04T14:33:25Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,1174.36,89.57,Mobile app,Web order - Copper water bottle
WB-107735,2026-04-04T13:03:33Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,15616.00,1191.05,Web,Web order - Mixer jar spare
WB-107766,2026-04-04T11:57:30Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,34623.91,2640.81,Phone order,Web order - Steel tiffin carrier
WB-107788,2026-04-04T19:22:56Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,82799.89,6315.25,Mobile app,Web order - Rubber foot mat
WB-108293,2026-04-04T17:20:46Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,42575.00,3247.25,Phone order,Web order - Steel tiffin carrier
WB-108355,2026-04-04T19:40:13Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,41080.00,3133.22,Marketplace,Web order - Copper water bottle
WB-108371,2026-04-04T15:56:26Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,63008.00,4805.69,Web,Web order - Mixer jar spare
WB-108461,2026-04-04T16:21:53Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,50461.00,3848.72,Marketplace,Web order - Trolley bag 24 inch
WB-108501,2026-04-04T15:16:13Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,27427.00,2091.89,Marketplace,Web order - Rubber foot mat
WB-108588,2026-04-04T12:32:40Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,51024.00,3891.66,Marketplace,Web order - Trolley bag 24 inch
WB-108597,2026-04-04T12:29:06Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,46757.00,3566.21,Web,Web order - Coir door mat
WB-108755,2026-04-04T20:21:13Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,66217.00,5050.45,Phone order,Web order - Coir door mat
WB-108817,2026-04-04T19:48:48Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,552.24,42.12,Phone order,Web order - Mixer jar spare
WB-108996,2026-04-04T17:49:53Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,70846.00,5403.51,Phone order,Web order - Coir door mat
WB-109071,2026-04-04T17:13:20Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,58884.00,4491.15,Web,Web order - Coir door mat
WB-109150,2026-04-04T08:15:07Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,33019.41,2518.43,Web,Web order - Coir door mat
WB-109179,2026-04-04T09:07:53Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,91456.00,6975.46,Mobile app,Web order - Trolley bag 24 inch
WB-109245,2026-04-04T17:22:55Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,66349.66,5060.57,Web,Web order - Steel tiffin carrier
WB-109268,2026-04-04T08:15:46Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,33620.00,2564.24,Mobile app,Web order - Copper water bottle
WB-109269,2026-04-04T14:23:01Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,57621.65,4394.87,Web,Web order - Steel tiffin carrier
WB-109505,2026-04-04T20:29:08Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,59486.64,4537.12,Web,Web order - Mixer jar spare
WB-109840,2026-04-04T11:47:06Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,38819.00,2960.77,Mobile app,Web order - Rubber foot mat
WB-109970,2026-04-04T13:45:58Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,77686.15,5925.21,Web,Web order - Steel tiffin carrier
WB-104070,2026-04-05T15:48:31Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,89394.35,6818.21,Web,Web order - Mixer jar spare
WB-104284,2026-04-05T16:24:27Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,6079.42,463.68,Web,Web order - Steel tiffin carrier
WB-104341,2026-04-05T19:00:40Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,20514.00,1564.63,Phone order,Web order - Steel tiffin carrier
WB-104427,2026-04-05T17:55:59Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,39248.98,2993.57,Mobile app,Web order - Rubber foot mat
WB-104446,2026-04-05T14:52:46Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,26051.00,1986.94,Web,Web order - Mixer jar spare
WB-104557,2026-04-05T18:50:20Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,77055.00,5877.08,Mobile app,Web order - Rubber foot mat
WB-104926,2026-04-05T19:31:54Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,25876.63,1973.64,Phone order,Web order - Steel tiffin carrier
WB-104979,2026-04-05T08:02:09Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,10998.28,838.85,Phone order,Web order - Coir door mat
WB-105188,2026-04-05T09:06:29Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,24477.29,1866.91,Marketplace,Web order - Rubber foot mat
WB-105303,2026-04-05T13:06:26Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,22067.00,1683.08,Phone order,Web order - Mixer jar spare
WB-105374,2026-04-05T18:20:09Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,60320.07,4600.68,Marketplace,Web order - Copper water bottle
WB-105588,2026-04-05T12:21:52Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,11008.58,839.64,Mobile app,Web order - Trolley bag 24 inch
WB-105626,2026-04-05T20:18:00Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,13356.00,1018.68,Marketplace,Web order - Rubber foot mat
WB-105806,2026-04-05T18:13:40Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,85053.00,6487.09,Phone order,Web order - Coir door mat
WB-105836,2026-04-05T12:45:56Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,18718.09,1427.65,Mobile app,Web order - Trolley bag 24 inch
WB-105927,2026-04-05T19:04:38Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,60310.15,4599.93,Marketplace,Web order - Trolley bag 24 inch
WB-105968,2026-04-05T20:47:46Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,36167.00,2758.50,Mobile app,Web order - Trolley bag 24 inch
WB-106296,2026-04-05T13:07:33Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,21763.00,1659.89,Marketplace,Web order - Rubber foot mat
WB-106324,2026-04-05T20:24:46Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,86045.00,6562.75,Mobile app,Web order - Copper water bottle
WB-106430,2026-04-05T17:14:01Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,63907.23,4874.28,Web,Web order - Mixer jar spare
WB-106558,2026-04-05T20:10:26Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,10313.00,786.58,Web,Web order - Steel tiffin carrier
WB-106572,2026-04-05T16:38:26Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,64394.00,4911.41,Marketplace,Web order - Copper water bottle
WB-106579,2026-04-05T19:26:53Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,3022.00,230.49,Mobile app,Web order - Copper water bottle
WB-106855,2026-04-05T14:24:26Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,38933.00,2969.47,Web,Web order - Steel tiffin carrier
WB-107193,2026-04-05T08:46:40Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,80697.00,6154.86,Marketplace,Web order - Trolley bag 24 inch
WB-107218,2026-04-05T09:27:40Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,73893.00,5635.91,Phone order,Web order - Mixer jar spare
WB-107349,2026-04-05T14:03:54Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,4696.03,358.17,Marketplace,Web order - Copper water bottle
WB-107361,2026-04-05T18:18:40Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,68268.00,5206.88,Phone order,Web order - Coir door mat
WB-107813,2026-04-05T12:24:46Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,56444.00,4305.05,Phone order,Web order - Mixer jar spare
WB-108013,2026-04-05T14:55:00Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,28953.00,2208.28,Mobile app,Web order - Rubber foot mat
WB-108130,2026-04-05T20:35:54Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,56991.43,4346.80,Web,Web order - Coir door mat
WB-108302,2026-04-05T15:03:33Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,81370.00,6206.19,Marketplace,Web order - Trolley bag 24 inch
WB-108537,2026-04-05T10:29:26Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,40517.00,3090.28,Web,Web order - Coir door mat
WB-108793,2026-04-05T20:09:42Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,4704.68,358.83,Web,Web order - Coir door mat
WB-108942,2026-04-05T11:33:26Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,11681.00,890.92,Phone order,Web order - Steel tiffin carrier
WB-108957,2026-04-05T12:06:46Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,16646.00,1269.61,Phone order,Web order - Steel tiffin carrier
WB-109446,2026-04-05T13:44:11Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,59371.54,4528.34,Mobile app,Web order - Copper water bottle
WB-109564,2026-04-05T16:27:40Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,46983.00,3583.45,Web,Web order - Mixer jar spare
WB-109686,2026-04-05T17:32:00Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,18693.00,1425.74,Mobile app,Web order - Rubber foot mat
WB-104102,2026-04-06T20:56:06Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,54155.00,4130.47,Mobile app,Web order - Trolley bag 24 inch
WB-104224,2026-04-06T09:13:40Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,77331.00,5898.13,Mobile app,Web order - Rubber foot mat
WB-104238,2026-04-06T20:30:13Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,17320.00,1321.02,Phone order,Web order - Coir door mat
WB-104342,2026-04-06T10:26:33Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,46351.00,3535.25,Phone order,Web order - Coir door mat
WB-104777,2026-04-06T17:52:46Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,49451.00,3771.69,Web,Web order - Steel tiffin carrier
