Bill No,Bill Date,Store Code,Terminal Id,Customer Name,Item Name,Qty,Payment Mode,Bill Amount,Tax,Remarks
POS-300787,27/03/2026,HYD-01,TID4429,Kesari Handlooms Pvt Ltd,Hardware fittings,2,CARD,"40,808.91","3,112.54",Counter bill Hardware fittings
POS-301241,27/03/2026,HYD-01,TID4554,Vaayu Organics Private Limited,Plumbing fittings,4,NETBANKING,"16,483.63","1,257.23",Counter bill Plumbing fittings
POS-302528,27/03/2026,PNQ-01,TID4294,Ekansh Glassworks Private Limited,Tarpaulin sheet,2,CARD,"2,064.00",157.42,Counter bill Tarpaulin sheet
POS-302534,27/03/2026,BLR-01,TID4017,Kaveri Rubber Works Pvt Ltd,Adhesive carton,1,UPI,"6,425.42",490.07,Counter bill Adhesive carton
POS-302551,27/03/2026,HYD-01,TID4610,Madhuban Nurseries Pvt Ltd,Cable tie pack,3,UPI,"4,273.43",325.94,Counter bill Cable tie pack
POS-302604,27/03/2026,BLR-01,TID4322,Sohrab Auto Spares LLP,Grocery basket,4,CARD,"21,160.00","1,613.90",Counter bill Grocery basket
POS-302671,27/03/2026,MYS-01,TID4019,Yamini Home Needs Pvt Ltd,Ladder step 4ft,1,UPI,"25,337.41","1,932.51",Counter bill Ladder step 4ft
POS-302966,27/03/2026,BLR-01,TID4129,Girnar Pipes and Fittings Pvt Ltd,Bedding roll,1,UPI,"26,105.91","1,991.13",Counter bill Bedding roll
POS-302983,27/03/2026,BLR-02,TID4298,Utsav Bakers LLP,Extension board,4,WALLET,"8,386.19",639.62,Counter bill Extension board
POS-303726,27/03/2026,PNQ-01,TID4767,Naaz Fabrics Private Limited,Mop and bucket,2,UPI,"24,269.00","1,851.03",Counter bill Mop and bucket
POS-303996,27/03/2026,MYS-01,TID4342,Prithvi Seeds and Feeds Pvt Ltd,Torch and cells,4,UPI,"40,197.00","3,065.87",Counter bill Torch and cells
POS-304154,27/03/2026,BLR-02,TID4100,Devgiri Paints LLP,Fastener assortment,2,UPI,"38,501.12","2,936.53",Counter bill Fastener assortment
POS-304445,27/03/2026,BLR-02,TID4184,Meghdoot Packaging LLP,Paint tin 4L,3,NETBANKING,"32,791.61","2,501.06",Counter bill Paint tin 4L
POS-305041,27/03/2026,BLR-02,TID4512,Ranjeet Timber Depot Pvt Ltd,Bulb pack of six,1,WALLET,"22,486.00","1,715.03",Counter bill Bulb pack of six
POS-305177,27/03/2026,MYS-01,TID4735,Barkat Stationers Private Limited,Crockery half set,4,NETBANKING,"36,647.00","2,795.11",Counter bill Crockery half set
POS-305422,27/03/2026,HYD-01,TID4604,Tarangini Prints LLP,Garden tool set,2,UPI,"23,133.47","1,764.42",Counter bill Garden tool set
POS-305573,27/03/2026,BLR-01,TID4175,Neelkanth Ceramics Pvt Ltd,Cleaning supplies,3,WALLET,"7,530.00",574.32,Counter bill Cleaning supplies
POS-300170,28/03/2026,BLR-02,TID4664,Jashan Sports Goods Pvt Ltd,Stationery pack,1,NETBANKING,"4,651.00",354.74,Counter bill Stationery pack
POS-300320,28/03/2026,MYS-01,TID4397,Vindhya Plastics Private Limited,Hardware fittings,2,WALLET,"2,782.31",212.21,Counter bill Hardware fittings
POS-300338,28/03/2026,HYD-01,TID4790,Rukmini Provisions Private Limited,Extension board,4,UPI,"18,133.00","1,383.03",Counter bill Extension board
POS-300349,28/03/2026,PNQ-01,TID4650,Suvarna Weaves LLP,Sports kit,2,WALLET,"42,354.00","3,230.39",Counter bill Sports kit
POS-301433,28/03/2026,PNQ-01,TID4342,Anokhi Kitchenware Pvt Ltd,Ladder step 4ft,1,WALLET,"8,694.17",663.11,Counter bill Ladder step 4ft
POS-302411,28/03/2026,BLR-02,TID4320,Tarangini Prints LLP,Mop and bucket,2,WALLET,"8,546.00",651.81,Counter bill Mop and bucket
POS-302465,28/03/2026,BLR-02,TID4083,Tanmay Toolroom Private Limited,Garden tool set,2,UPI,"25,781.61","1,966.39",Counter bill Garden tool set
POS-302620,28/03/2026,PNQ-01,TID4001,Bhavani Steel Trading Pvt Ltd,Storage crate,4,UPI,"12,609.94",961.78,Counter bill Storage crate
POS-302646,28/03/2026,BLR-01,TID4527,Kalanjali Crafts Pvt Ltd,Paint tin 4L,3,NETBANKING,"35,195.00","2,684.36",Counter bill Paint tin 4L
POS-302850,28/03/2026,BLR-01,TID4189,Chirag Battery House Pvt Ltd,Cleaning supplies,3,UPI,"1,325.00",101.06,Counter bill Cleaning supplies
POS-303408,28/03/2026,BLR-01,TID4312,Nirvaan Agro Mills Pvt Ltd,Battery pack AA,3,UPI,"2,185.73",166.71,Counter bill Battery pack AA
POS-303883,28/03/2026,HYD-01,TID4291,Sitara Packaging Solutions Pvt Ltd,Electrical wire roll,1,NETBANKING,"20,943.80","1,597.41",Counter bill Electrical wire roll
POS-303997,28/03/2026,PNQ-01,TID4228,Sanchit Hardware Depot Pvt Ltd,Measuring tape 5m,3,NETBANKING,"33,099.47","2,524.54",Counter bill Measuring tape 5m
POS-304358,28/03/2026,PNQ-01,TID4148,Palashwood Interiors Pvt Ltd,Adhesive carton,1,NETBANKING,"7,339.60",559.80,Counter bill Adhesive carton
POS-304461,28/03/2026,BLR-02,TID4586,Bhoomi Tiles and Sanitary LLP,Crockery half set,4,WALLET,"35,606.00","2,715.71",Counter bill Crockery half set
POS-304963,28/03/2026,PNQ-01,TID4357,Chandravat Metals Private Limited,Torch and cells,4,NETBANKING,"27,699.00","2,112.64",Counter bill Torch and cells
POS-305480,28/03/2026,MYS-01,TID4524,Ojas Lighting Private Limited,Cable tie pack,3,CARD,"22,572.00","1,721.59",Counter bill Cable tie pack
POS-305490,28/03/2026,MYS-01,TID4099,Marudhar Furnishings LLP,Tarpaulin sheet,2,UPI,"19,597.00","1,494.69",Counter bill Tarpaulin sheet
POS-305552,28/03/2026,MYS-01,TID4296,Ambar Cold Rooms Pvt Ltd,Bulb pack of six,1,CARD,"20,972.62","1,599.61",Counter bill Bulb pack of six
POS-300137,29/03/2026,HYD-01,TID4311,Devgiri Paints LLP,Hardware fittings,2,WALLET,"2,178.00",166.12,Counter bill Hardware fittings
POS-300158,29/03/2026,BLR-01,TID4227,Naaz Fabrics Private Limited,Garden tool set,2,WALLET,"45,690.52","3,484.87",Counter bill Garden tool set
POS-300431,29/03/2026,HYD-01,TID4531,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,NETBANKING,"3,723.60",284.00,Counter bill Paint tin 4L
POS-300966,29/03/2026,BLR-01,TID4789,Yamini Home Needs Pvt Ltd,Bedding roll,1,UPI,"43,325.00","3,304.45",Counter bill Bedding roll
POS-300973,29/03/2026,BLR-02,TID4256,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,CARD,"8,096.00",617.49,Counter bill Sponge pack
POS-301152,29/03/2026,PNQ-01,TID4080,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,CARD,"38,364.00","2,926.07",Counter bill Ladder step 4ft
POS-301271,29/03/2026,BLR-02,TID4877,Meghdoot Packaging LLP,Measuring tape 5m,3,UPI,"6,141.92",468.45,Counter bill Measuring tape 5m
POS-301282,29/03/2026,BLR-01,TID4657,Suvarna Weaves LLP,Tarpaulin sheet,2,CARD,"23,500.38","1,792.40",Counter bill Tarpaulin sheet
POS-301678,29/03/2026,BLR-01,TID4774,Kaveri Rubber Works Pvt Ltd,Stationery pack,1,CARD,"43,220.55","3,296.48",Counter bill Stationery pack
POS-301941,29/03/2026,PNQ-01,TID4295,Shubhankar Electricals LLP,Cleaning supplies,3,UPI,"39,869.00","3,040.86",Counter bill Cleaning supplies
POS-302153,29/03/2026,BLR-01,TID4444,Sitara Packaging Solutions Pvt Ltd,Bulb pack of six,1,WALLET,"15,710.00","1,198.22",Counter bill Bulb pack of six
POS-302788,29/03/2026,MYS-01,TID4449,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,NETBANKING,"28,347.00","2,162.06",Counter bill Electrical wire roll
POS-303995,29/03/2026,MYS-01,TID4489,Barkat Stationers Private Limited,Storage crate,4,NETBANKING,"3,427.14",261.39,Counter bill Storage crate
POS-304338,29/03/2026,HYD-01,TID4365,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,WALLET,"15,158.00","1,156.12",Counter bill Grocery basket
POS-304381,29/03/2026,PNQ-01,TID4451,Ekansh Glassworks Private Limited,Sports kit,2,NETBANKING,"47,259.29","3,604.52",Counter bill Sports kit
POS-304664,29/03/2026,PNQ-01,TID4292,Vaayu Organics Private Limited,Extension board,4,CARD,"2,044.47",155.93,Counter bill Extension board
POS-305140,29/03/2026,BLR-02,TID4479,Sohrab Auto Spares LLP,Torch and cells,4,CARD,"15,956.00","1,216.98",Counter bill Torch and cells
POS-305351,29/03/2026,BLR-02,TID4277,Kesari Handlooms Pvt Ltd,Fastener assortment,2,UPI,"46,041.26","3,511.62",Counter bill Fastener assortment
POS-305551,29/03/2026,BLR-02,TID4683,Utsav Bakers LLP,Plumbing fittings,4,WALLET,"42,586.06","3,248.09",Counter bill Plumbing fittings
POS-305996,29/03/2026,MYS-01,TID4439,Madhuban Nurseries Pvt Ltd,Battery pack AA,3,UPI,"34,577.00","2,637.23",Counter bill Battery pack AA
POS-300120,30/03/2026,HYD-01,TID4148,Yamini Home Needs Pvt Ltd,Ladder step 4ft,1,WALLET,"32,538.00","2,481.71",Counter bill Ladder step 4ft
POS-300365,30/03/2026,BLR-02,TID4052,Jashan Sports Goods Pvt Ltd,Adhesive carton,1,WALLET,366.00,27.92,Counter bill Adhesive carton
POS-301188,30/03/2026,BLR-02,TID4024,Tanmay Toolroom Private Limited,Mop and bucket,2,NETBANKING,"6,471.89",493.62,Counter bill Mop and bucket
POS-301291,30/03/2026,PNQ-01,TID4051,Ojas Lighting Private Limited,Battery pack AA,3,NETBANKING,"12,959.27",988.42,Counter bill Battery pack AA
POS-301453,30/03/2026,BLR-02,TID4226,Chirag Battery House Pvt Ltd,Sponge pack,3,WALLET,"20,486.00","1,562.49",Counter bill Sponge pack
POS-301965,30/03/2026,MYS-01,TID4812,Vindhya Plastics Private Limited,Fastener assortment,2,NETBANKING,"30,887.30","2,355.81",Counter bill Fastener assortment
POS-302144,30/03/2026,BLR-02,TID4304,Palashwood Interiors Pvt Ltd,Stationery pack,1,NETBANKING,"21,031.00","1,604.06",Counter bill Stationery pack
POS-302481,30/03/2026,MYS-01,TID4225,Marudhar Furnishings LLP,Sports kit,2,UPI,"14,177.00","1,081.30",Counter bill Sports kit
POS-303142,30/03/2026,BLR-02,TID4055,Chandravat Metals Private Limited,Grocery basket,4,NETBANKING,"44,491.00","3,393.38",Counter bill Grocery basket
POS-303200,30/03/2026,PNQ-01,TID4062,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,NETBANKING,"19,339.00","1,475.01",Counter bill Cable tie pack
POS-303404,30/03/2026,MYS-01,TID4216,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,CARD,"1,512.20",115.34,Counter bill Crockery half set
POS-304570,30/03/2026,PNQ-01,TID4660,Bhoomi Tiles and Sanitary LLP,Storage crate,4,CARD,"36,124.00","2,755.22",Counter bill Storage crate
POS-304583,30/03/2026,PNQ-01,TID4519,Utsav Bakers LLP,Extension board,4,NETBANKING,"47,739.00","3,641.11",Counter bill Extension board
POS-305306,30/03/2026,BLR-02,TID4013,Tarangini Prints LLP,Garden tool set,2,NETBANKING,"18,991.28","1,448.49",Counter bill Garden tool set
POS-305458,30/03/2026,HYD-01,TID4528,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,WALLET,"22,598.00","1,723.58",Counter bill Bedding roll
POS-305664,30/03/2026,HYD-01,TID4401,Rukmini Provisions Private Limited,Plumbing fittings,4,UPI,"34,313.00","2,617.09",Counter bill Plumbing fittings
POS-305670,30/03/2026,MYS-01,TID4333,Kesari Handlooms Pvt Ltd,Hardware fittings,2,CARD,"27,532.00","2,099.90",Counter bill Hardware fittings
POS-305761,30/03/2026,MYS-01,TID4736,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,CARD,"30,352.00","2,314.98",Counter bill Measuring tape 5m
POS-305982,30/03/2026,MYS-01,TID4500,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,WALLET,"41,302.00","3,150.15",Counter bill Electrical wire roll
POS-300150,31/03/2026,BLR-01,TID4753,Barkat Stationers Private Limited,Crockery half set,4,NETBANKING,"30,475.00","2,324.36",Counter bill Crockery half set
POS-300210,31/03/2026,BLR-01,TID4065,Devgiri Paints LLP,Fastener assortment,2,CARD,"13,060.31",996.13,Counter bill Fastener assortment
POS-300777,31/03/2026,PNQ-01,TID4779,Vaayu Organics Private Limited,Plumbing fittings,4,WALLET,"18,054.75","1,377.06",Counter bill Plumbing fittings
POS-300868,31/03/2026,PNQ-01,TID4388,Naaz Fabrics Private Limited,Mop and bucket,2,NETBANKING,"2,719.00",207.38,Counter bill Mop and bucket
POS-301043,31/03/2026,HYD-01,TID4140,Sitara Packaging Solutions Pvt Ltd,Electrical wire roll,1,NETBANKING,"32,483.00","2,477.52",Counter bill Electrical wire roll
POS-301142,31/03/2026,BLR-02,TID4888,Sanchit Hardware Depot Pvt Ltd,Measuring tape 5m,3,UPI,"37,721.04","2,877.03",Counter bill Measuring tape 5m
POS-301276,31/03/2026,HYD-01,TID4569,Meghdoot Packaging LLP,Paint tin 4L,3,NETBANKING,"41,783.00","3,186.84",Counter bill Paint tin 4L
POS-302372,31/03/2026,BLR-02,TID4740,Shubhankar Electricals LLP,Sponge pack,3,UPI,"11,481.00",875.67,Counter bill Sponge pack
POS-302785,31/03/2026,PNQ-01,TID4424,Tanmay Toolroom Private Limited,Garden tool set,2,WALLET,"2,974.00",226.83,Counter bill Garden tool set
POS-303177,31/03/2026,BLR-02,TID4525,Jashan Sports Goods Pvt Ltd,Stationery pack,1,CARD,"28,876.22","2,202.42",Counter bill Stationery pack
POS-303381,31/03/2026,PNQ-01,TID4155,Ranjeet Timber Depot Pvt Ltd,Bulb pack of six,1,UPI,"19,989.76","1,524.64",Counter bill Bulb pack of six
POS-303628,31/03/2026,HYD-01,TID4723,Neelkanth Ceramics Pvt Ltd,Cleaning supplies,3,NETBANKING,"36,563.55","2,788.75",Counter bill Cleaning supplies
POS-303870,31/03/2026,BLR-01,TID4184,Sohrab Auto Spares LLP,Grocery basket,4,WALLET,"7,590.00",578.90,Counter bill Grocery basket
POS-304004,31/03/2026,HYD-01,TID4582,Bhavani Steel Trading Pvt Ltd,Storage crate,4,WALLET,"22,978.15","1,752.57",Counter bill Storage crate
POS-304104,31/03/2026,PNQ-01,TID4336,Kaveri Rubber Works Pvt Ltd,Adhesive carton,1,WALLET,"33,854.00","2,582.08",Counter bill Adhesive carton
POS-304595,31/03/2026,BLR-02,TID4526,Prithvi Seeds and Feeds Pvt Ltd,Torch and cells,4,WALLET,"35,186.67","2,683.73",Counter bill Torch and cells
POS-304665,31/03/2026,HYD-01,TID4064,Ekansh Glassworks Private Limited,Tarpaulin sheet,2,UPI,"6,753.52",515.10,Counter bill Tarpaulin sheet
POS-304938,31/03/2026,PNQ-01,TID4083,Madhuban Nurseries Pvt Ltd,Cable tie pack,3,CARD,"44,684.95","3,408.17",Counter bill Cable tie pack
POS-305278,31/03/2026,BLR-01,TID4203,Suvarna Weaves LLP,Sports kit,2,UPI,"1,425.00",108.69,Counter bill Sports kit
POS-305378,31/03/2026,BLR-01,TID4265,Girnar Pipes and Fittings Pvt Ltd,Bedding roll,1,CARD,"1,860.00",141.86,Counter bill Bedding roll
POS-300449,01/04/2026,PNQ-01,TID4064,Kesari Handlooms Pvt Ltd,Fastener assortment,2,WALLET,"44,554.00","3,398.19",Counter bill Fastener assortment
POS-300492,01/04/2026,PNQ-01,TID4092,Vindhya Plastics Private Limited,Hardware fittings,2,CARD,"25,844.00","1,971.15",Counter bill Hardware fittings
POS-300579,01/04/2026,PNQ-01,TID4737,Ojas Lighting Private Limited,Cable tie pack,3,CARD,"11,464.14",874.38,Counter bill Cable tie pack
POS-300645,01/04/2026,PNQ-01,TID4268,Utsav Bakers LLP,Plumbing fittings,4,NETBANKING,"27,079.00","2,065.35",Counter bill Plumbing fittings
POS-301498,01/04/2026,MYS-01,TID4084,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,CARD,"44,692.00","3,408.71",Counter bill Sponge pack
POS-301564,01/04/2026,BLR-02,TID4549,Chirag Battery House Pvt Ltd,Cleaning supplies,3,WALLET,"10,146.91",773.92,Counter bill Cleaning supplies
POS-302393,01/04/2026,BLR-01,TID4834,Marudhar Furnishings LLP,Tarpaulin sheet,2,CARD,"37,340.29","2,847.99",Counter bill Tarpaulin sheet
POS-302397,01/04/2026,BLR-02,TID4183,Yamini Home Needs Pvt Ltd,Bedding roll,1,WALLET,"45,386.00","3,461.64",Counter bill Bedding roll
POS-302709,01/04/2026,HYD-01,TID4681,Tarangini Prints LLP,Mop and bucket,2,CARD,"17,368.50","1,324.72",Counter bill Mop and bucket
POS-302719,01/04/2026,MYS-01,TID4255,Chandravat Metals Private Limited,Torch and cells,4,NETBANKING,"14,387.00","1,097.31",Counter bill Torch and cells
POS-302831,01/04/2026,PNQ-01,TID4250,Bhoomi Tiles and Sanitary LLP,Crockery half set,4,WALLET,"14,354.00","1,094.80",Counter bill Crockery half set
POS-303443,01/04/2026,PNQ-01,TID4732,Rukmini Provisions Private Limited,Extension board,4,UPI,"11,429.00",871.70,Counter bill Extension board
POS-303715,01/04/2026,MYS-01,TID4747,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,CARD,"24,132.30","1,840.60",Counter bill Grocery basket
POS-303829,01/04/2026,PNQ-01,TID4381,Ambar Cold Rooms Pvt Ltd,Bulb pack of six,1,UPI,"40,469.00","3,086.62",Counter bill Bulb pack of six
POS-304473,01/04/2026,BLR-01,TID4077,Nirvaan Agro Mills Pvt Ltd,Battery pack AA,3,UPI,"6,845.00",522.08,Counter bill Battery pack AA
POS-304722,01/04/2026,HYD-01,TID4111,Anokhi Kitchenware Pvt Ltd,Ladder step 4ft,1,WALLET,"19,678.00","1,500.86",Counter bill Ladder step 4ft
POS-304923,01/04/2026,HYD-01,TID4886,Kalanjali Crafts Pvt Ltd,Paint tin 4L,3,CARD,"25,108.00","1,915.02",Counter bill Paint tin 4L
POS-305206,01/04/2026,BLR-01,TID4333,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,NETBANKING,"21,235.00","1,619.62",Counter bill Electrical wire roll
POS-305700,01/04/2026,PNQ-01,TID4449,Palashwood Interiors Pvt Ltd,Adhesive carton,1,CARD,"3,144.36",239.82,Counter bill Adhesive carton
POS-300445,02/04/2026,BLR-02,TID4701,Shubhankar Electricals LLP,Cleaning supplies,3,NETBANKING,"11,211.00",855.08,Counter bill Cleaning supplies
POS-300591,02/04/2026,MYS-01,TID4483,Sohrab Auto Spares LLP,Torch and cells,4,NETBANKING,"9,687.43",738.87,Counter bill Torch and cells
POS-300603,02/04/2026,HYD-01,TID4720,Suvarna Weaves LLP,Tarpaulin sheet,2,NETBANKING,"30,243.00","2,306.67",Counter bill Tarpaulin sheet
POS-300771,02/04/2026,BLR-01,TID4862,Devgiri Paints LLP,Paint tin 4L,1,CARD,"12,340.00",941.19,Counter bill paint tin lot
POS-301546,02/04/2026,BLR-01,TID4889,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,UPI,"31,425.90","2,396.89",Counter bill Paint tin 4L
POS-302542,02/04/2026,MYS-01,TID4709,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,NETBANKING,"42,767.00","3,261.89",Counter bill Crockery half set
POS-302629,02/04/2026,HYD-01,TID4189,Rukmini Provisions Private Limited,Plumbing fittings,4,NETBANKING,"45,423.00","3,464.47",Counter bill Plumbing fittings
POS-302865,02/04/2026,BLR-02,TID4145,Madhuban Nurseries Pvt Ltd,Battery pack AA,3,UPI,"13,621.00","1,038.89",Counter bill Battery pack AA
POS-303139,02/04/2026,PNQ-01,TID4679,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,NETBANKING,"17,359.83","1,324.05",Counter bill Ladder step 4ft
POS-303976,02/04/2026,BLR-02,TID4735,Naaz Fabrics Private Limited,Garden tool set,2,WALLET,"17,746.00","1,353.51",Counter bill Garden tool set
POS-304129,02/04/2026,MYS-01,TID4828,Barkat Stationers Private Limited,Storage crate,4,UPI,"30,997.00","2,364.18",Counter bill Storage crate
POS-304557,02/04/2026,BLR-01,TID4370,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,NETBANKING,"46,695.92","3,561.55",Counter bill Cable tie pack
POS-304703,02/04/2026,BLR-01,TID4032,Jashan Sports Goods Pvt Ltd,Adhesive carton,1,UPI,225.00,17.16,Counter bill Adhesive carton
POS-304909,02/04/2026,BLR-01,TID4599,Kaveri Rubber Works Pvt Ltd,Stationery pack,1,NETBANKING,"29,395.23","2,242.01",Counter bill Stationery pack
POS-305114,02/04/2026,HYD-01,TID4286,Sitara Packaging Solutions Pvt Ltd,Bulb pack of six,1,CARD,"2,008.00",153.15,Counter bill Bulb pack of six
POS-305145,02/04/2026,HYD-01,TID4342,Meghdoot Packaging LLP,Measuring tape 5m,3,WALLET,"8,698.00",663.41,Counter bill Measuring tape 5m
POS-305284,02/04/2026,MYS-01,TID4835,Tanmay Toolroom Private Limited,Mop and bucket,2,NETBANKING,"43,647.00","3,329.01",Counter bill Mop and bucket
POS-305613,02/04/2026,PNQ-01,TID4420,Vaayu Organics Private Limited,Extension board,4,CARD,"15,544.00","1,185.56",Counter bill Extension board
POS-305722,02/04/2026,HYD-01,TID4239,Devgiri Paints LLP,Hardware fittings,2,UPI,"26,873.00","2,049.64",Counter bill Hardware fittings
POS-305831,02/04/2026,BLR-01,TID4345,Ekansh Glassworks Private Limited,Sports kit,2,CARD,"33,920.60","2,587.16",Counter bill Sports kit
POS-300126,03/04/2026,BLR-01,TID4722,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,CARD,"5,060.00",385.93,Counter bill Electrical wire roll
POS-300687,03/04/2026,BLR-01,TID4248,Ranjeet Timber Depot Pvt Ltd,Bulb pack of six,1,CARD,"1,740.00",132.71,Counter bill Bulb pack of six
POS-300779,03/04/2026,BLR-01,TID4373,Bhoomi Tiles and Sanitary LLP,Plumbing fittings,1,NETBANKING,"8,915.00",679.96,Counter bill plumbing fittings
POS-300793,03/04/2026,BLR-01,TID4306,Neelkanth Ceramics Pvt Ltd,Cleaning supplies,3,UPI,"21,045.00","1,605.13",Counter bill Cleaning supplies
POS-300800,03/04/2026,HYD-01,TID4740,Utsav Bakers LLP,Extension board,4,NETBANKING,"11,483.00",875.82,Counter bill Extension board
POS-300963,03/04/2026,BLR-01,TID4438,Kesari Handlooms Pvt Ltd,Hardware fittings,2,WALLET,"34,570.00","2,636.69",Counter bill Hardware fittings
POS-301409,03/04/2026,MYS-01,TID4479,Tarangini Prints LLP,Garden tool set,2,UPI,"9,657.00",736.55,Counter bill Garden tool set
POS-301590,03/04/2026,MYS-01,TID4220,Prithvi Seeds and Feeds Pvt Ltd,Torch and cells,4,WALLET,"20,442.92","1,559.21",Counter bill Torch and cells
POS-301924,03/04/2026,PNQ-01,TID4695,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,UPI,"36,369.05","2,773.91",Counter bill Measuring tape 5m
POS-302201,03/04/2026,MYS-01,TID4791,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,WALLET,"43,342.00","3,305.75",Counter bill Bedding roll
POS-302935,03/04/2026,BLR-02,TID4161,Chirag Battery House Pvt Ltd,Sponge pack,3,NETBANKING,"7,431.79",566.83,Counter bill Sponge pack
POS-303362,03/04/2026,PNQ-01,TID4387,Ojas Lighting Private Limited,Battery pack AA,3,UPI,"34,209.59","2,609.21",Counter bill Battery pack AA
POS-303396,03/04/2026,MYS-01,TID4798,Chandravat Metals Private Limited,Grocery basket,4,NETBANKING,"24,487.00","1,867.65",Counter bill Grocery basket
POS-303482,03/04/2026,HYD-01,TID4530,Bhoomi Tiles and Sanitary LLP,Storage crate,4,UPI,"3,713.09",283.20,Counter bill Storage crate
POS-303689,03/04/2026,BLR-01,TID4219,Marudhar Furnishings LLP,Sports kit,2,NETBANKING,"1,535.88",117.14,Counter bill Sports kit
POS-303925,03/04/2026,MYS-01,TID4208,Barkat Stationers Private Limited,Crockery half set,4,UPI,"39,257.00","2,994.18",Counter bill Crockery half set
POS-304011,03/04/2026,HYD-01,TID4097,Yamini Home Needs Pvt Ltd,Ladder step 4ft,1,NETBANKING,"25,883.61","1,974.17",Counter bill Ladder step 4ft
POS-304075,03/04/2026,HYD-01,TID4672,Vindhya Plastics Private Limited,Fastener assortment,2,CARD,"11,008.00",839.59,Counter bill Fastener assortment
POS-304190,03/04/2026,MYS-01,TID4742,Palashwood Interiors Pvt Ltd,Stationery pack,1,UPI,"36,697.50","2,798.96",Counter bill Stationery pack
POS-304334,03/04/2026,MYS-01,TID4358,Meghdoot Packaging LLP,Paint tin 4L,3,CARD,"15,112.80","1,152.67",Counter bill Paint tin 4L
POS-305282,03/04/2026,BLR-01,TID4175,Ekansh Glassworks Private Limited,Tarpaulin sheet,2,WALLET,"39,030.00","2,976.86",Counter bill Tarpaulin sheet
POS-300376,04/04/2026,HYD-01,TID4431,Bhavani Steel Trading Pvt Ltd,Storage crate,4,NETBANKING,"21,923.00","1,672.09",Counter bill Storage crate
POS-300690,04/04/2026,BLR-02,TID4279,Girnar Pipes and Fittings Pvt Ltd,Bedding roll,1,CARD,"14,556.00","1,110.20",Counter bill Bedding roll
POS-300818,04/04/2026,MYS-01,TID4340,Anokhi Kitchenware Pvt Ltd,Ladder step 4ft,1,WALLET,"40,182.18","3,064.74",Counter bill Ladder step 4ft
POS-301196,04/04/2026,BLR-01,TID4563,Sohrab Auto Spares LLP,Grocery basket,4,UPI,"29,145.00","2,222.92",Counter bill Grocery basket
POS-302130,04/04/2026,PNQ-01,TID4524,Nirvaan Agro Mills Pvt Ltd,Battery pack AA,3,WALLET,"35,174.79","2,682.82",Counter bill Battery pack AA
POS-302316,04/04/2026,MYS-01,TID4681,Devgiri Paints LLP,Fastener assortment,2,CARD,"29,972.00","2,286.00",Counter bill Fastener assortment
POS-302533,04/04/2026,HYD-01,TID4479,Jashan Sports Goods Pvt Ltd,Stationery pack,1,WALLET,"15,958.00","1,217.14",Counter bill Stationery pack
POS-302662,04/04/2026,BLR-02,TID4369,Madhuban Nurseries Pvt Ltd,Cable tie pack,3,WALLET,"8,886.00",677.75,Counter bill Cable tie pack
POS-302791,04/04/2026,PNQ-01,TID4375,Naaz Fabrics Private Limited,Mop and bucket,2,UPI,"34,129.00","2,603.06",Counter bill Mop and bucket
POS-303040,04/04/2026,BLR-02,TID4045,Suvarna Weaves LLP,Sports kit,2,UPI,"38,121.24","2,907.55",Counter bill Sports kit
POS-303084,04/04/2026,BLR-02,TID4624,Kaveri Rubber Works Pvt Ltd,Adhesive carton,1,NETBANKING,"10,671.38",813.92,Counter bill Adhesive carton
POS-303125,04/04/2026,MYS-01,TID4163,Shubhankar Electricals LLP,Sponge pack,3,WALLET,"7,442.26",567.63,Counter bill Sponge pack
POS-303401,04/04/2026,PNQ-01,TID4149,Rukmini Provisions Private Limited,Extension board,4,CARD,"26,244.43","2,001.69",Counter bill Extension board
POS-304018,04/04/2026,PNQ-01,TID4411,Sanchit Hardware Depot Pvt Ltd,Measuring tape 5m,3,NETBANKING,"40,679.90","3,102.70",Counter bill Measuring tape 5m
POS-304945,04/04/2026,BLR-01,TID4285,Tanmay Toolroom Private Limited,Garden tool set,2,CARD,"2,000.86",152.61,Counter bill Garden tool set
