Posting Date,Document No,Journal,GL Account Code,Cost Centre,External Ref,Customer,Narrative,Debit,Credit,Currency
20-Mar-2026,DOC/2026/205308,SALES,4150-REV-DOM,CC-BLR-02,GLX-205308,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,9856.00,INR
20-Mar-2026,DOC/2026/205366,SALES,4130-REV-DOM,CC-HYD-01,GLX-205366,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,95228.00,INR
20-Mar-2026,DOC/2026/205475,SALES,4130-REV-DOM,CC-MYS-01,GLX-205475,Tanmay Toolroom Private Limited,Design retainer billing,,76952.00,INR
20-Mar-2026,DOC/2026/205908,SALES,4140-REV-DOM,CC-PNQ-01,GLX-205908,Anokhi Kitchenware Pvt Ltd,Secondary transport recovery,,15999.00,INR
20-Mar-2026,DOC/2026/206027,SALES,4140-REV-DOM,CC-BLR-01,GLX-206027,Tarangini Prints LLP,Packaging material supply,,30975.01,INR
20-Mar-2026,DOC/2026/206808,SALES,4120-REV-DOM,CC-BLR-01,GLX-206808,Shubhankar Electricals LLP,Machinery hire charges,,4885.67,INR
20-Mar-2026,DOC/2026/206859,SALES,4130-REV-DOM,CC-HYD-01,GLX-206859,Suvarna Weaves LLP,Labelling job billing,,92948.00,INR
20-Mar-2026,DOC/2026/207226,SALES,4160-REV-DOM,CC-MYS-01,GLX-207226,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,88277.53,INR
20-Mar-2026,DOC/2026/207260,SALES,4150-REV-DOM,CC-PNQ-01,GLX-207260,Sohrab Auto Spares LLP,Bulk despatch schedule A,,37534.00,INR
20-Mar-2026,DOC/2026/207394,SALES,4120-REV-DOM,CC-BLR-02,GLX-207394,Vindhya Plastics Private Limited,Annual maintenance billing,,22231.32,INR
20-Mar-2026,DOC/2026/207412,SALES,4120-REV-DOM,CC-MYS-01,GLX-207412,Ambar Cold Rooms Pvt Ltd,Warehouse handling recovery,,17377.00,INR
20-Mar-2026,DOC/2026/207441,SALES,4130-REV-DOM,CC-BLR-01,GLX-207441,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,2060.62,INR
20-Mar-2026,DOC/2026/207814,SALES,4110-REV-DOM,CC-MYS-01,GLX-207814,Kesari Handlooms Pvt Ltd,Freight recovery billing,,84282.00,INR
20-Mar-2026,DOC/2026/208036,SALES,4140-REV-DOM,CC-PNQ-01,GLX-208036,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,79839.72,INR
20-Mar-2026,DOC/2026/208279,SALES,4140-REV-DOM,CC-MYS-01,GLX-208279,Utsav Bakers LLP,Testing and calibration charges,,4917.00,INR
20-Mar-2026,DOC/2026/208812,SALES,4150-REV-DOM,CC-BLR-01,GLX-208812,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,32530.11,INR
20-Mar-2026,DOC/2026/209002,SALES,4150-REV-DOM,CC-BLR-01,GLX-209002,Chirag Battery House Pvt Ltd,Mould development charges,,76120.44,INR
20-Mar-2026,DOC/2026/209211,SALES,4110-REV-DOM,CC-PNQ-01,GLX-209211,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,79824.82,INR
20-Mar-2026,DOC/2026/209318,SALES,4150-REV-DOM,CC-MYS-01,GLX-209318,Rukmini Provisions Private Limited,Scrap sale realisation,,25732.25,INR
21-Mar-2026,DOC/2026/204208,SALES,4140-REV-DOM,CC-BLR-01,GLX-204208,Shubhankar Electricals LLP,Mould development charges,,72045.00,INR
21-Mar-2026,DOC/2026/204297,SALES,4150-REV-DOM,CC-PNQ-01,GLX-204297,Naaz Fabrics Private Limited,Design retainer billing,,23494.22,INR
21-Mar-2026,DOC/2026/204500,SALES,4140-REV-DOM,CC-BLR-02,GLX-204500,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,86091.29,INR
21-Mar-2026,DOC/2026/204672,SALES,4140-REV-DOM,CC-PNQ-01,GLX-204672,Jashan Sports Goods Pvt Ltd,Contract manufacturing charges,,61719.48,INR
21-Mar-2026,DOC/2026/205043,SALES,4120-REV-DOM,CC-BLR-02,GLX-205043,Sitara Packaging Solutions Pvt Ltd,Warehouse handling recovery,,47221.00,INR
21-Mar-2026,DOC/2026/205071,SALES,4120-REV-DOM,CC-BLR-01,GLX-205071,Devgiri Paints LLP,Annual maintenance billing,,28645.00,INR
21-Mar-2026,DOC/2026/205400,SALES,4120-REV-DOM,CC-HYD-01,GLX-205400,Madhuban Nurseries Pvt Ltd,Palletisation charges,,95443.00,INR
21-Mar-2026,DOC/2026/205811,SALES,4160-REV-DOM,CC-BLR-02,GLX-205811,Sohrab Auto Spares LLP,Consignment despatch,,95111.82,INR
21-Mar-2026,DOC/2026/205979,SALES,4110-REV-DOM,CC-HYD-01,GLX-205979,Vaayu Organics Private Limited,Scrap sale realisation,,78108.54,INR
21-Mar-2026,DOC/2026/206143,SALES,4130-REV-DOM,CC-PNQ-01,GLX-206143,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,5024.00,INR
21-Mar-2026,DOC/2026/206482,SALES,4120-REV-DOM,CC-BLR-01,GLX-206482,Meghdoot Packaging LLP,Job work conversion charges,,35155.00,INR
21-Mar-2026,DOC/2026/206539,SALES,4150-REV-DOM,CC-BLR-02,GLX-206539,Nirvaan Agro Mills Pvt Ltd,Sample despatch billing,,54616.40,INR
21-Mar-2026,DOC/2026/206595,SALES,4150-REV-DOM,CC-MYS-01,GLX-206595,Chandravat Metals Private Limited,Bulk despatch schedule A,,22612.00,INR
21-Mar-2026,DOC/2026/206789,SALES,4140-REV-DOM,CC-BLR-02,GLX-206789,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,18351.63,INR
21-Mar-2026,DOC/2026/207030,SALES,4150-REV-DOM,CC-MYS-01,GLX-207030,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,85252.00,INR
21-Mar-2026,DOC/2026/207195,SALES,4110-REV-DOM,CC-BLR-02,GLX-207195,Chirag Battery House Pvt Ltd,Machinery hire charges,,76206.18,INR
21-Mar-2026,DOC/2026/207383,SALES,4130-REV-DOM,CC-HYD-01,GLX-207383,Tanmay Toolroom Private Limited,Packaging material supply,,86618.00,INR
21-Mar-2026,DOC/2026/207562,SALES,4120-REV-DOM,CC-HYD-01,GLX-207562,Ekansh Glassworks Private Limited,Labelling job billing,,47743.55,INR
21-Mar-2026,DOC/2026/207965,SALES,4110-REV-DOM,CC-BLR-01,GLX-207965,Rukmini Provisions Private Limited,Testing and calibration charges,,32160.15,INR
21-Mar-2026,DOC/2026/208713,SALES,4120-REV-DOM,CC-BLR-01,GLX-208713,Suvarna Weaves LLP,Rework charges billed,,70045.42,INR
21-Mar-2026,DOC/2026/208837,SALES,4160-REV-DOM,CC-MYS-01,GLX-208837,Prithvi Seeds and Feeds Pvt Ltd,Bulk despatch schedule A,,52847.92,INR
21-Mar-2026,DOC/2026/209152,SALES,4140-REV-DOM,CC-HYD-01,GLX-209152,Vindhya Plastics Private Limited,Freight recovery billing,,2853.00,INR
21-Mar-2026,DOC/2026/209214,SALES,4130-REV-DOM,CC-BLR-02,GLX-209214,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,73976.00,INR
21-Mar-2026,DOC/2026/209347,SALES,4130-REV-DOM,CC-HYD-01,GLX-209347,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,28208.69,INR
21-Mar-2026,DOC/2026/209989,SALES,4130-REV-DOM,CC-HYD-01,GLX-209989,Barkat Stationers Private Limited,Tooling amortisation billing,,72968.34,INR
21-Mar-2026,DOC/2026/209998,SALES,4140-REV-DOM,CC-PNQ-01,GLX-209998,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,78369.00,INR
22-Mar-2026,DOC/2026/204003,SALES,4110-REV-DOM,CC-BLR-02,GLX-204003,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,55206.24,INR
22-Mar-2026,DOC/2026/204309,SALES,4160-REV-DOM,CC-PNQ-01,GLX-204309,Utsav Bakers LLP,Scrap sale realisation,,42119.33,INR
22-Mar-2026,DOC/2026/205204,SALES,4140-REV-DOM,CC-MYS-01,GLX-205204,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,11997.84,INR
22-Mar-2026,DOC/2026/205234,SALES,4160-REV-DOM,CC-MYS-01,GLX-205234,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,36857.00,INR
22-Mar-2026,DOC/2026/205790,SALES,4150-REV-DOM,CC-BLR-01,GLX-205790,Tarangini Prints LLP,Design retainer billing,,10600.00,INR
22-Mar-2026,DOC/2026/205953,SALES,4130-REV-DOM,CC-PNQ-01,GLX-205953,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,84854.03,INR
22-Mar-2026,DOC/2026/206150,SALES,4110-REV-DOM,CC-PNQ-01,GLX-206150,Suvarna Weaves LLP,Labelling job billing,,59274.06,INR
22-Mar-2026,DOC/2026/206519,SALES,4120-REV-DOM,CC-MYS-01,GLX-206519,Meghdoot Packaging LLP,Site erection charges,,3097.34,INR
22-Mar-2026,DOC/2026/206716,SALES,4120-REV-DOM,CC-HYD-01,GLX-206716,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,60313.93,INR
22-Mar-2026,DOC/2026/206727,SALES,4110-REV-DOM,CC-BLR-01,GLX-206727,Devgiri Paints LLP,Freight recovery billing,,70350.79,INR
22-Mar-2026,DOC/2026/206802,SALES,4140-REV-DOM,CC-HYD-01,GLX-206802,Naaz Fabrics Private Limited,Packaging material supply,,8073.32,INR
22-Mar-2026,DOC/2026/207210,SALES,4140-REV-DOM,CC-HYD-01,GLX-207210,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,55623.00,INR
22-Mar-2026,DOC/2026/207640,SALES,4120-REV-DOM,CC-BLR-01,GLX-207640,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,68245.00,INR
22-Mar-2026,DOC/2026/207806,SALES,4160-REV-DOM,CC-HYD-01,GLX-207806,Shubhankar Electricals LLP,Machinery hire charges,,41033.57,INR
22-Mar-2026,DOC/2026/207883,SALES,4150-REV-DOM,CC-MYS-01,GLX-207883,Sohrab Auto Spares LLP,Bulk despatch schedule A,,24262.00,INR
22-Mar-2026,DOC/2026/208002,SALES,4130-REV-DOM,CC-BLR-01,GLX-208002,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,29420.00,INR
22-Mar-2026,DOC/2026/208090,SALES,4160-REV-DOM,CC-MYS-01,GLX-208090,Ojas Lighting Private Limited,Palletisation charges,,69767.00,INR
22-Mar-2026,DOC/2026/208250,SALES,4110-REV-DOM,CC-HYD-01,GLX-208250,Neelkanth Ceramics Pvt Ltd,Mould development charges,,88548.00,INR
22-Mar-2026,DOC/2026/208264,SALES,4140-REV-DOM,CC-BLR-02,GLX-208264,Marudhar Furnishings LLP,Labelling job billing,,33291.00,INR
22-Mar-2026,DOC/2026/208386,SALES,4130-REV-DOM,CC-MYS-01,GLX-208386,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,33302.25,INR
22-Mar-2026,DOC/2026/208522,SALES,4150-REV-DOM,CC-BLR-01,GLX-208522,Ekansh Glassworks Private Limited,Rework charges billed,,66730.17,INR
22-Mar-2026,DOC/2026/208669,SALES,4120-REV-DOM,CC-BLR-01,GLX-208669,Vaayu Organics Private Limited,Testing and calibration charges,,27505.00,INR
22-Mar-2026,DOC/2026/209418,SALES,4130-REV-DOM,CC-BLR-02,GLX-209418,Barkat Stationers Private Limited,Trial batch supply,,37136.84,INR
22-Mar-2026,DOC/2026/209805,SALES,4110-REV-DOM,CC-BLR-02,GLX-209805,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,66306.65,INR
22-Mar-2026,DOC/2026/209904,SALES,4140-REV-DOM,CC-HYD-01,GLX-209904,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,21363.00,INR
23-Mar-2026,DOC/2026/204056,SALES,4120-REV-DOM,CC-PNQ-01,GLX-204056,Prithvi Seeds and Feeds Pvt Ltd,Bulk despatch schedule A,,44869.63,INR
23-Mar-2026,DOC/2026/204259,SALES,4130-REV-DOM,CC-PNQ-01,GLX-204259,Rukmini Provisions Private Limited,Scrap sale realisation,,52034.00,INR
23-Mar-2026,DOC/2026/204329,SALES,4120-REV-DOM,CC-MYS-01,GLX-204329,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,95107.00,INR
23-Mar-2026,DOC/2026/204340,SALES,4120-REV-DOM,CC-MYS-01,GLX-204340,Yamini Home Needs Pvt Ltd,Export documentation recovery,,89827.08,INR
23-Mar-2026,DOC/2026/204486,SALES,4160-REV-DOM,CC-PNQ-01,GLX-204486,Vindhya Plastics Private Limited,Annual maintenance billing,,62609.00,INR
23-Mar-2026,DOC/2026/204517,SALES,4150-REV-DOM,CC-BLR-02,GLX-204517,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,38056.91,INR
23-Mar-2026,DOC/2026/204656,SALES,4110-REV-DOM,CC-PNQ-01,GLX-204656,Anokhi Kitchenware Pvt Ltd,Secondary transport recovery,,16044.00,INR
23-Mar-2026,DOC/2026/204765,SALES,4160-REV-DOM,CC-BLR-01,GLX-204765,Meghdoot Packaging LLP,Job work conversion charges,,83435.65,INR
23-Mar-2026,DOC/2026/205279,SALES,4130-REV-DOM,CC-MYS-01,GLX-205279,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,81812.68,INR
23-Mar-2026,DOC/2026/205337,SALES,4160-REV-DOM,CC-HYD-01,GLX-205337,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,73583.00,INR
23-Mar-2026,DOC/2026/205433,SALES,4140-REV-DOM,CC-MYS-01,GLX-205433,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,15447.00,INR
23-Mar-2026,DOC/2026/205893,SALES,4140-REV-DOM,CC-HYD-01,GLX-205893,Chirag Battery House Pvt Ltd,Mould development charges,,39213.68,INR
23-Mar-2026,DOC/2026/205940,SALES,4130-REV-DOM,CC-MYS-01,GLX-205940,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,92162.83,INR
23-Mar-2026,DOC/2026/206974,SALES,4150-REV-DOM,CC-HYD-01,GLX-206974,Ambar Cold Rooms Pvt Ltd,Warehouse handling recovery,,52738.00,INR
23-Mar-2026,DOC/2026/207518,SALES,4150-REV-DOM,CC-PNQ-01,GLX-207518,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,51574.00,INR
23-Mar-2026,DOC/2026/207656,SALES,4140-REV-DOM,CC-MYS-01,GLX-207656,Ojas Lighting Private Limited,Sample despatch billing,,61827.10,INR
23-Mar-2026,DOC/2026/207750,SALES,4130-REV-DOM,CC-PNQ-01,GLX-207750,Chandravat Metals Private Limited,Consignment despatch,,1514.17,INR
23-Mar-2026,DOC/2026/207886,SALES,4110-REV-DOM,CC-HYD-01,GLX-207886,Ekansh Glassworks Private Limited,Labelling job billing,,22248.00,INR
23-Mar-2026,DOC/2026/208120,SALES,4150-REV-DOM,CC-BLR-02,GLX-208120,Tanmay Toolroom Private Limited,Design retainer billing,,25246.00,INR
23-Mar-2026,DOC/2026/208631,SALES,4140-REV-DOM,CC-HYD-01,GLX-208631,Barkat Stationers Private Limited,Tooling amortisation billing,,37233.00,INR
23-Mar-2026,DOC/2026/208902,SALES,4150-REV-DOM,CC-HYD-01,GLX-208902,Kesari Handlooms Pvt Ltd,Freight recovery billing,,60958.00,INR
23-Mar-2026,DOC/2026/208991,SALES,4120-REV-DOM,CC-BLR-01,GLX-208991,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,8755.00,INR
23-Mar-2026,DOC/2026/209141,SALES,4110-REV-DOM,CC-BLR-01,GLX-209141,Utsav Bakers LLP,Testing and calibration charges,,11760.29,INR
23-Mar-2026,DOC/2026/209259,SALES,4120-REV-DOM,CC-MYS-01,GLX-209259,Tarangini Prints LLP,Packaging material supply,,76627.26,INR
23-Mar-2026,DOC/2026/209287,SALES,4110-REV-DOM,CC-BLR-02,GLX-209287,Kalanjali Crafts Pvt Ltd,Site erection charges,,66966.06,INR
23-Mar-2026,DOC/2026/209851,SALES,4120-REV-DOM,CC-BLR-01,GLX-209851,Marudhar Furnishings LLP,Rework charges billed,,13975.00,INR
24-Mar-2026,DOC/2026/204510,SALES,4150-REV-DOM,CC-HYD-01,GLX-204510,Nirvaan Agro Mills Pvt Ltd,Sample despatch billing,,42808.00,INR
24-Mar-2026,DOC/2026/204908,SALES,4150-REV-DOM,CC-BLR-01,GLX-204908,Suvarna Weaves LLP,Rework charges billed,,18760.10,INR
24-Mar-2026,DOC/2026/204994,SALES,4130-REV-DOM,CC-BLR-02,GLX-204994,Vindhya Plastics Private Limited,Freight recovery billing,,30446.22,INR
24-Mar-2026,DOC/2026/205311,SALES,4150-REV-DOM,CC-BLR-02,GLX-205311,Kalanjali Crafts Pvt Ltd,Job work conversion charges,,10846.00,INR
24-Mar-2026,DOC/2026/205399,SALES,4150-REV-DOM,CC-MYS-01,GLX-205399,Kaveri Rubber Works Pvt Ltd,Bulk despatch schedule B,,88162.44,INR
24-Mar-2026,DOC/2026/205837,SALES,4110-REV-DOM,CC-PNQ-01,GLX-205837,Anokhi Kitchenware Pvt Ltd,Export documentation recovery,,17574.00,INR
24-Mar-2026,DOC/2026/205899,SALES,4130-REV-DOM,CC-PNQ-01,GLX-205899,Devgiri Paints LLP,Annual maintenance billing,,51194.00,INR
24-Mar-2026,DOC/2026/205994,SALES,4140-REV-DOM,CC-BLR-01,GLX-205994,Chandravat Metals Private Limited,Bulk despatch schedule A,,4185.00,INR
24-Mar-2026,DOC/2026/206115,SALES,4150-REV-DOM,CC-BLR-01,GLX-206115,Kaveri Rubber Works Pvt Ltd,Job work conversion charges batch 71,,41320.00,INR
24-Mar-2026,DOC/2026/206441,SALES,4150-REV-DOM,CC-MYS-01,GLX-206441,Naaz Fabrics Private Limited,Design retainer billing,,60802.01,INR
24-Mar-2026,DOC/2026/206753,SALES,4110-REV-DOM,CC-BLR-02,GLX-206753,Sohrab Auto Spares LLP,Consignment despatch,,67386.21,INR
24-Mar-2026,DOC/2026/206915,SALES,4120-REV-DOM,CC-HYD-01,GLX-206915,Rukmini Provisions Private Limited,Testing and calibration charges,,18493.74,INR
24-Mar-2026,DOC/2026/207507,SALES,4160-REV-DOM,CC-MYS-01,GLX-207507,Ambar Cold Rooms Pvt Ltd,Spare kit despatch,,42467.87,INR
24-Mar-2026,DOC/2026/207574,SALES,4140-REV-DOM,CC-BLR-02,GLX-207574,Jashan Sports Goods Pvt Ltd,Contract manufacturing charges,,3051.00,INR
24-Mar-2026,DOC/2026/207731,SALES,4150-REV-DOM,CC-HYD-01,GLX-207731,Chirag Battery House Pvt Ltd,Machinery hire charges,,3718.51,INR
24-Mar-2026,DOC/2026/208141,SALES,4150-REV-DOM,CC-HYD-01,GLX-208141,Vaayu Organics Private Limited,Scrap sale realisation,,74308.21,INR
24-Mar-2026,DOC/2026/208375,SALES,4110-REV-DOM,CC-HYD-01,GLX-208375,Bhavani Steel Trading Pvt Ltd,Trial batch supply,,62868.00,INR
24-Mar-2026,DOC/2026/208564,SALES,4120-REV-DOM,CC-BLR-01,GLX-208564,Marudhar Furnishings LLP,Labelling job billing,,55675.00,INR
24-Mar-2026,DOC/2026/208616,SALES,4140-REV-DOM,CC-MYS-01,GLX-208616,Girnar Pipes and Fittings Pvt Ltd,Secondary transport recovery,,66507.00,INR
24-Mar-2026,DOC/2026/208800,SALES,4110-REV-DOM,CC-BLR-01,GLX-208800,Madhuban Nurseries Pvt Ltd,Palletisation charges,,15780.91,INR
24-Mar-2026,DOC/2026/208853,SALES,4110-REV-DOM,CC-BLR-01,GLX-208853,Shubhankar Electricals LLP,Mould development charges,,42900.92,INR
24-Mar-2026,DOC/2026/209006,SALES,4120-REV-DOM,CC-BLR-02,GLX-209006,Tanmay Toolroom Private Limited,Packaging material supply,,6271.00,INR
24-Mar-2026,DOC/2026/209210,SALES,4160-REV-DOM,CC-BLR-02,GLX-209210,Sanchit Hardware Depot Pvt Ltd,Site erection charges,,24401.72,INR
24-Mar-2026,DOC/2026/209591,SALES,4150-REV-DOM,CC-MYS-01,GLX-209591,Sitara Packaging Solutions Pvt Ltd,Warehouse handling recovery,,17422.52,INR
24-Mar-2026,DOC/2026/209921,SALES,4140-REV-DOM,CC-PNQ-01,GLX-209921,Palashwood Interiors Pvt Ltd,Bulk despatch schedule B,,95409.86,INR
24-Mar-2026,DOC/2026/209943,SALES,4160-REV-DOM,CC-PNQ-01,GLX-209943,Bhoomi Tiles and Sanitary LLP,Tooling amortisation billing,,90959.64,INR
25-Mar-2026,DOC/2026/204391,SALES,4110-REV-DOM,CC-HYD-01,GLX-204391,Jashan Sports Goods Pvt Ltd,Bulk despatch schedule B,,22758.00,INR
25-Mar-2026,DOC/2026/204394,SALES,4160-REV-DOM,CC-MYS-01,GLX-204394,Barkat Stationers Private Limited,Trial batch supply,,47777.00,INR
25-Mar-2026,DOC/2026/204904,SALES,4140-REV-DOM,CC-BLR-02,GLX-204904,Kaveri Rubber Works Pvt Ltd,Contract manufacturing charges,,77661.72,INR
25-Mar-2026,DOC/2026/205169,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205169,Kesari Handlooms Pvt Ltd,Annual maintenance billing,,1249.00,INR
25-Mar-2026,DOC/2026/205316,SALES,4130-REV-DOM,CC-HYD-01,GLX-205316,Utsav Bakers LLP,Scrap sale realisation,,52688.69,INR
25-Mar-2026,DOC/2026/205404,SALES,4120-REV-DOM,CC-PNQ-01,GLX-205404,Girnar Pipes and Fittings Pvt Ltd,Export documentation recovery,,19669.96,INR
25-Mar-2026,DOC/2026/205446,SALES,4150-REV-DOM,CC-HYD-01,GLX-205446,Tarangini Prints LLP,Design retainer billing,,94708.92,INR
25-Mar-2026,DOC/2026/205787,SALES,4160-REV-DOM,CC-MYS-01,GLX-205787,Nirvaan Agro Mills Pvt Ltd,Palletisation charges,,51107.00,INR
25-Mar-2026,DOC/2026/206019,SALES,4150-REV-DOM,CC-PNQ-01,GLX-206019,Sanchit Hardware Depot Pvt Ltd,Job work conversion charges,,12574.00,INR
25-Mar-2026,DOC/2026/206568,SALES,4150-REV-DOM,CC-HYD-01,GLX-206568,Tanmay Toolroom Private Limited,Design retainer billing,,18898.00,INR
25-Mar-2026,DOC/2026/206807,SALES,4110-REV-DOM,CC-MYS-01,GLX-206807,Ojas Lighting Private Limited,Palletisation charges,,55092.00,INR
25-Mar-2026,DOC/2026/206881,SALES,4140-REV-DOM,CC-BLR-02,GLX-206881,Devgiri Paints LLP,Freight recovery billing,,83601.50,INR
25-Mar-2026,DOC/2026/207129,SALES,4130-REV-DOM,CC-HYD-01,GLX-207129,Naaz Fabrics Private Limited,Packaging material supply,,4988.23,INR
25-Mar-2026,DOC/2026/207281,SALES,4160-REV-DOM,CC-BLR-01,GLX-207281,Prithvi Seeds and Feeds Pvt Ltd,Consignment despatch,,77135.00,INR
25-Mar-2026,DOC/2026/207834,SALES,4110-REV-DOM,CC-MYS-01,GLX-207834,Ekansh Glassworks Private Limited,Rework charges billed,,60882.00,INR
25-Mar-2026,DOC/2026/207846,SALES,4130-REV-DOM,CC-BLR-01,GLX-207846,Ranjeet Timber Depot Pvt Ltd,Warehouse handling recovery,,83660.00,INR
25-Mar-2026,DOC/2026/207930,SALES,4110-REV-DOM,CC-PNQ-01,GLX-207930,Vaayu Organics Private Limited,Testing and calibration charges,,32814.00,INR
25-Mar-2026,DOC/2026/208513,SALES,4150-REV-DOM,CC-PNQ-01,GLX-208513,Suvarna Weaves LLP,Labelling job billing,,33754.00,INR
25-Mar-2026,DOC/2026/208722,SALES,4130-REV-DOM,CC-BLR-01,GLX-208722,Sitara Packaging Solutions Pvt Ltd,Spare kit despatch,,77480.74,INR
25-Mar-2026,DOC/2026/209328,SALES,4110-REV-DOM,CC-HYD-01,GLX-209328,Neelkanth Ceramics Pvt Ltd,Mould development charges,,51468.00,INR
25-Mar-2026,DOC/2026/209355,SALES,4150-REV-DOM,CC-HYD-01,GLX-209355,Sohrab Auto Spares LLP,Bulk despatch schedule A,,15358.00,INR
25-Mar-2026,DOC/2026/209377,SALES,4150-REV-DOM,CC-BLR-02,GLX-209377,Yamini Home Needs Pvt Ltd,Secondary transport recovery,,73846.00,INR
25-Mar-2026,DOC/2026/209391,SALES,4160-REV-DOM,CC-HYD-01,GLX-209391,Madhuban Nurseries Pvt Ltd,Sample despatch billing,,91553.10,INR
25-Mar-2026,DOC/2026/209567,SALES,4120-REV-DOM,CC-BLR-01,GLX-209567,Bhavani Steel Trading Pvt Ltd,Tooling amortisation billing,,61675.00,INR
25-Mar-2026,DOC/2026/209711,SALES,4130-REV-DOM,CC-BLR-02,GLX-209711,Shubhankar Electricals LLP,Machinery hire charges,,4496.62,INR
25-Mar-2026,DOC/2026/209882,SALES,4140-REV-DOM,CC-PNQ-01,GLX-209882,Meghdoot Packaging LLP,Site erection charges,,26889.00,INR
26-Mar-2026,DOC/2026/204112,SALES,4120-REV-DOM,CC-HYD-01,GLX-204112,Kalanjali Crafts Pvt Ltd,Site erection charges,,12853.57,INR
26-Mar-2026,DOC/2026/204273,SALES,4120-REV-DOM,CC-BLR-02,GLX-204273,Marudhar Furnishings LLP,Rework charges billed,,41791.78,INR
26-Mar-2026,DOC/2026/204419,SALES,4150-REV-DOM,CC-BLR-02,GLX-204419,Madhuban Nurseries Pvt Ltd,Palletisation charges,,19786.00,INR
26-Mar-2026,DOC/2026/204441,SALES,4140-REV-DOM,CC-MYS-01,GLX-204441,Tarangini Prints LLP,Packaging material supply,,76857.00,INR
26-Mar-2026,DOC/2026/204728,SALES,4110-REV-DOM,CC-HYD-01,GLX-204728,Naaz Fabrics Private Limited,Design retainer billing,,81438.00,INR
26-Mar-2026,DOC/2026/204786,SALES,4120-REV-DOM,CC-MYS-01,GLX-204786,Vindhya Plastics Private Limited,Annual maintenance billing,,83587.00,INR
26-Mar-2026,DOC/2026/204816,SALES,4130-REV-DOM,CC-BLR-01,GLX-204816,Bhoomi Tiles and Sanitary LLP,Trial batch supply,,40610.05,INR
26-Mar-2026,DOC/2026/205050,SALES,4140-REV-DOM,CC-HYD-01,GLX-205050,Ekansh Glassworks Private Limited,Labelling job billing,,26133.00,INR
26-Mar-2026,DOC/2026/205564,SALES,4160-REV-DOM,CC-PNQ-01,GLX-205564,Neelkanth Ceramics Pvt Ltd,Machinery hire charges,,34589.00,INR
26-Mar-2026,DOC/2026/205853,SALES,4130-REV-DOM,CC-BLR-02,GLX-205853,Ranjeet Timber Depot Pvt Ltd,Spare kit despatch,,69506.02,INR
26-Mar-2026,DOC/2026/206024,SALES,4160-REV-DOM,CC-MYS-01,GLX-206024,Palashwood Interiors Pvt Ltd,Contract manufacturing charges,,12137.68,INR
26-Mar-2026,DOC/2026/206297,SALES,4160-REV-DOM,CC-BLR-02,GLX-206297,Utsav Bakers LLP,Testing and calibration charges,,76841.00,INR
26-Mar-2026,DOC/2026/206548,SALES,4120-REV-DOM,CC-BLR-01,GLX-206548,Chirag Battery House Pvt Ltd,Mould development charges,,74335.73,INR
26-Mar-2026,DOC/2026/206683,SALES,4120-REV-DOM,CC-PNQ-01,GLX-206683,Chandravat Metals Private Limited,Consignment despatch,,67999.00,INR
26-Mar-2026,DOC/2026/207457,SALES,4120-REV-DOM,CC-BLR-01,GLX-207457,Yamini Home Needs Pvt Ltd,Export documentation recovery,,87145.00,INR
26-Mar-2026,DOC/2026/207530,SALES,4140-REV-DOM,CC-HYD-01,GLX-207530,Rukmini Provisions Private Limited,Scrap sale realisation,,78483.00,INR
